,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,배당률,ESG,E,S,G,평가연도,업종명,현금흐름(CF),PBR
광동제약,883845298000.0,67.63,59.65,7.59,7.84,B,C,B+,B+,2021,의약품,0.041055610007309964,0.96
광명전기,169926627000.0,47.59,67.76,10.96,2.0,C,C,D,B,2021,전기전자,-0.01849848828643553,1.4
광전자,238961555000.0,13.41,88.18,0.0,8.69,B,C,B,B+,2021,전기전자,-0.00752758437087781,0.855
광주신세계,852280199000.0,14.28,87.51,15.23,169.09,A,B+,A,A,2021,유통업,0.4561476353749665,0.42500000000000004
교보증권,10989004086000.0,686.78,12.71,27.04,3.99,B,D,B+,B,2021,증권,-0.45781776682305725,0.385
교촌에프앤비,254727913000.0,41.67,70.59,13.4,59.58,-,-,-,-,2021,유통업,0.06424972260456405,3.175
국도화학,1416366192000.0,73.8,57.54,0.0,42.19,B,B,C,B+,2021,화학,-0.016441444970100777,0.705
국동,168474551000.0,64.58,60.76,-10.44,0.0,B,D,B,B+,2021,유통업,-0.11154670037078579,2.4450000000000003
국보,102314952000.0,221.31,31.12,-11.9,0.0,D,D,D,C,2021,운수창고업,0.020996141822078505,3.62
국제약품,139783047000.0,103.8,49.07,0.0,0.0,B,D,B,B+,2021,의약품,0.08014536220542741,2.275
그린케미칼,211689251000.0,71.56,58.29,18.08,29.16,B,B,C,B,2021,화학,0.054694215832920105,2.8
극동유화,321935348000.0,76.81,56.56,54.9,30.9,B,B,C,B,2021,화학,-0.01474438429623682,1.055
금강공업,868658748000.0,124.65,44.51,13.67,9.2,C,C,C,B+,2021,철강금속,-0.03544820055931556,0.84
금양,314832085000.0,168.15,37.29,23.58,0.0,C,D,C,B+,2021,화학,-0.1828416222564639,4.38
금호건설,1735985669000.0,165.92,37.61,12.87,15.55,C,C,D,C,2021,건설업,0.0877388978110912,0.665
금호에이치티,458795624000.0,30.78,76.46,6.54,0.0,C,C,C,B,2021,운수장비,0.020913841237053737,1.22
금호전기,83849544000.0,356.63,21.9,-7.74,0.0,B,C,B,B+,2021,전기전자,-0.2853071418426796,3.93
금호타이어,4342205986000.0,238.82,29.51,19.83,0.0,B+,B+,A,B+,2021,화학,0.03091221680069766,2.585
기아,66849997000000.0,91.48,52.23,18.07,56.22,A+,A+,A+,A,2021,운수장비,0.10534527273238928,1.5299999999999998
까뮤이앤씨,195058433000.0,97.4,50.66,1.21,2.94,C,D,C,B+,2021,건설업,-0.01630159076794813,1.33
깨끗한나라,598691300000.0,160.88,38.33,-2.17,0.0,B,B+,B,B,2021,종이목재,0.054197508855060555,1.14
남광토건,273978349000.0,212.24,32.03,49.92,0.0,C,D,C,B,2021,건설업,-0.030307129544927425,1.7400000000000002
남선알미늄,355238355000.0,50.57,66.41,-14.2,0.0,C,C,B,B,2021,철강금속,0.052339905677492485,2.355
남성,288756910000.0,143.53,41.06,10.58,4.32,C,D,C,B,2021,유통업,-0.019672383457158073,1.21
남양유업,937403119000.0,15.31,86.72,0.75,19.28,B+,B+,B+,B+,2021,음식료품,0.04016537855987407,0.615
남해화학,719110525000.0,52.48,65.58,0.0,5.79,B,C,B,B+,2021,화학,-0.0813227047764554,1.32
넥센,4572292481000.0,116.0,46.3,22.12,19.4,B+,B+,A,B,2021,화학,0.09819509634176105,0.47000000000000003
넥센타이어,3823413438000.0,138.97,41.85,22.45,19.99,B+,B+,A,B+,2021,화학,0.12751594862117976,0.59
넷마블,10663783074000.0,77.5,56.34,0.89,503.31,B+,D,B+,A,2021,서비스업,0.05483428077956612,2.035
노루페인트,670646934000.0,94.4,51.44,13.69,55.02,A,A,A+,B+,2021,화학,0.03251798872648666,0.875
노루홀딩스,1055537182000.0,80.89,55.28,12.64,55.16,A,A,A+,B+,2021,기타금융,0.026590089091908055,0.635
녹십자,2462144732000.0,64.17,60.91,2.24,39.06,B+,B+,B+,B+,2021,의약품,0.08192017138482692,3.995
녹십자홀딩스,3496833927000.0,83.01,54.64,7.05,68.33,B+,B+,B+,B+,2021,서비스업,0.056379161647372986,3.165
농심,2899907794000.0,31.77,75.89,0.88,76.05,B+,B,A,B,2021,음식료품,0.06109101813007902,0.94
농심홀딩스,1328637732000.0,27.89,78.19,9.93,40.0,B+,B,A,B+,2021,기타금융,0.06608230348758783,0.6799999999999999
다스코,298527300000.0,138.16,41.99,61.98,0.0,B,B,C,B+,2021,기계,-0.03584027487071933,0.8500000000000001
다우기술,46322445970000.0,903.42,9.97,28.61,115.72,B+,B,A,B+,2021,서비스업,-0.5717771698191184,2.045
다이나믹디자인,116040977000.0,177.65,36.02,-31.03,0.0,C,C,C,C,2021,기계,0.0276143997399766,2.88
대교,813566533000.0,57.55,63.47,1.82,8.26,B+,D,B+,A,2021,서비스업,0.07271741783880231,0.995
대구백화점,486599802000.0,91.55,52.21,-10.22,1.54,B,D,B+,B+,2021,유통업,-0.22530333853452397,0.485
대덕,1723958191000.0,25.57,79.64,40693.19,60.03,A,B+,A,A,2021,기타금융,0.1850244365480459,0.55
대덕전자,941014399000.0,38.0,72.46,0.0,60.04,-,-,-,-,2021,전기전자,0.20361910093871266,1.45
대동,1260639076000.0,226.67,30.61,31.64,6.99,B+,B,B,B+,2021,기계,-0.004980190177840915,1.05
대림통상,165802431000.0,117.77,45.92,-0.86,0.0,C,C,C,C,2021,기계,-0.01745478565783782,0.885
대상,2870530106000.0,130.15,43.45,11.46,80.04,A,A,A+,B+,2021,음식료품,0.016905626629213345,0.815
대상홀딩스,3626092434000.0,143.18,41.12,12.03,24.02,A,A,A+,B+,2021,기타금융,0.005530218124170744,1.145
대성산업,1652414613000.0,258.52,27.89,33.62,0.0,C,C,C,B+,2021,유통업,-0.019730930703102056,0.475
대성에너지,742479535000.0,133.97,42.74,3.67,24.72,B,B,B,B,2021,전기가스업,0.07105368214269213,0.825
대성홀딩스,1244012863000.0,108.41,47.98,5.73,25.0,B,C,B+,B,2021,서비스업,0.07247403781809178,2.4
대신증권,15138810188000.0,647.12,13.38,6.23,21.71,A,B,A+,A,2021,증권,-0.3858159256903171,0.775
대양금속,157542367000.0,58.21,63.21,44.79,0.0,C,C,C,B,2021,철강금속,-0.026309823709900128,2.21
대영포장,246069404000.0,47.14,67.96,23.74,0.0,C,C,C,C,2021,종이목재,0.03114868750276954,1.7850000000000001
대우건설,10457976991000.0,225.15,30.76,0.0,0.0,A,B+,A,A,2021,건설업,0.20112870357983195,1.1400000000000001
대우조선해양,10623209555000.0,379.04,20.87,-36.18,0.0,A,B,A+,A,2021,운수장비,0.10827541108982557,1.595
대웅,1933709055000.0,67.13,59.83,0.0,14.3,B,D,B+,B,2021,기타금융,0.0881154432459277,7.620000000000001
대웅제약,1415179681000.0,101.48,49.63,0.0,22.93,C,D,B,B,2021,의약품,0.034687876829820226,4.09
대원강업,983029517000.0,70.37,58.7,0.0,20.0,B,B,C,B+,2021,운수장비,0.01667214326739728,0.665
대원전선,240573776000.0,174.49,36.43,29.31,0.0,C,C,C,B,2021,전기전자,-0.019856429834473745,2.08
대원제약,429579922000.0,96.69,50.84,0.0,38.82,B,D,B,B+,2021,의약품,0.06328312328289147,2.2399999999999998
대원화성,135832582000.0,91.28,52.28,4.18,0.0,B,B,B,B+,2021,화학,-0.06493312924250187,2.535
대유에이텍,1320996327000.0,596.36,14.36,12.88,0.0,C,C,C,B,2021,운수장비,-0.013306925989538643,1.6400000000000001
대유플러스,594393688000.0,327.91,23.37,13.04,0.0,C,C,C,C,2021,전기전자,-0.026843192080700972,1.445
대창,810738132000.0,195.77,33.81,36.86,5.02,C,B,B,C,2021,철강금속,-0.030286478091182224,0.9299999999999999
대창단조,298478419000.0,31.39,76.11,34.02,24.48,B,B,C,B+,2021,운수장비,-0.037946210432849355,0.71
대한방직,232612120000.0,66.79,59.96,14.34,0.0,C,C,C,B+,2021,섬유의복,-0.04711418941597917,1.73
대한유화,2478873031000.0,22.16,81.86,0.0,52.72,B,B,B,B+,2021,화학,0.12287465739698147,0.97
대한전선,1420870615000.0,266.43,27.29,25.1,0.0,A,A,A+,A,2021,전기전자,-0.009668274320453819,6.77
대한제강,1232437581000.0,71.12,58.44,85.22,35.01,B,B,B,B,2021,철강금속,0.07268129056063034,0.85
대한제당,1182290229000.0,131.28,43.24,0.0,22.07,B,B,C,B+,2021,음식료품,-0.009386224490119107,4.6450000000000005
대한제분,1321597381000.0,50.08,66.63,14.54,48.68,B,C,C,B+,2021,음식료품,0.02578678198006015,0.395
대한항공,26671903184000.0,288.48,25.74,0.0,0.0,A,A,A+,A,2021,운수창고업,0.38973760334769025,1.4249999999999998
대한해운,3859734559000.0,154.25,39.33,30.51,0.0,B,D,B,B+,2021,운수창고업,0.2770942542888755,0.97
대한화섬,907819642000.0,22.34,81.74,35.05,12.69,B+,B,B+,B+,2021,화학,-0.027154076322867565,0.245
대현,280081122000.0,26.72,78.92,13.7,14.81,B,D,B,B+,2021,섬유의복,0.1065966494528496,0.5900000000000001
대호에이엘,145025262000.0,110.1,47.6,18.1,0.0,B,B,C,B,2021,철강금속,-0.026719149426327117,2.12
더블유게임즈,1381904218000.0,16.63,85.74,-5.18,129.34,B,D,B+,B+,2021,서비스업,0.30365477882712555,1.4900000000000002
더존비즈온,900314203000.0,79.44,55.73,4.01,104.79,B,C,B,B,2021,서비스업,0.19055001825178042,6.875
덕성,125291792000.0,47.42,67.84,-2.13,8.61,C,C,C,B+,2021,화학,0.06334120192749822,4.105
덕양산업,523564265000.0,720.92,12.18,4.35,0.0,C,C,C,B,2021,운수장비,0.027596123934939133,2.345
덴티움,570202433000.0,95.88,51.05,26.89,34.86,B,D,B,B+,2021,의료정밀,0.2542165594271022,2.815
도화엔지니어링,500216803000.0,87.4,53.36,0.0,55.3,B+,B,B,B+,2021,서비스업,0.05457473775298772,1.1300000000000001
동국제강,6334110919000.0,127.65,43.93,39.07,6.35,B+,B+,B,B+,2021,철강금속,0.01736735815468495,0.635
동남합성,90602982000.0,95.85,51.06,28.31,0.0,C,D,C,B,2021,화학,0.07826404347662558,4.505
동방,531255658000.0,304.13,24.74,0.66,0.0,C,B,D,B,2021,운수창고업,0.041365230773899225,3.18
동방아그로,204466926000.0,38.98,71.95,0.0,45.55,C,D,C,B+,2021,화학,0.1111754384972994,0.8
동부건설,1262000761000.0,125.5,44.35,-5.74,18.01,C,C,D,B+,2021,건설업,-0.04499140508902498,0.61
동서,1582577880000.0,9.25,91.53,0.0,138.56,C,D,C,B,2021,유통업,0.1583441513097896,2.665
동성제약,104581874000.0,125.2,44.41,-3.86,0.0,C,D,C,B+,2021,의약품,-0.032598144116260164,7.04
동성케미컬,818795753000.0,79.17,55.81,4.98,19.96,B+,B,B+,B+,2021,서비스업,-0.017624072964457102,0.865
동아쏘시오홀딩스,1691388336000.0,71.71,58.24,12.59,19.69,A,B+,A+,A,2021,기타금융,0.14863440140724388,1.23
동아에스티,1115985527000.0,70.02,58.82,1.11,19.99,A,B+,A+,A,2021,의약품,0.08322906368418441,1.165
동아지질,350828019000.0,71.64,58.26,-8.0,84.32,C,D,D,B,2021,건설업,0.10820346759830565,1.145
동양,1007233610000.0,28.47,77.84,15.99,6.69,C,C,C,B+,2021,비금속광물,0.037370788134092614,0.605
동양고속,168829554000.0,99.76,50.06,-2.83,0.0,B,C,C,B+,2021,운수창고업,-0.15600880433453637,0.8049999999999999
동양철관,185998128000.0,121.04,45.24,4.72,0.0,C,D,D,B,2021,철강금속,-0.18016914018341984,2.235
동양피스톤,362628219000.0,220.12,31.24,10.28,12.0,B,B,C,B+,2021,운수장비,0.03895626359740925,1.115
동원산업,3051904550000.0,105.25,48.72,-1.93,92.75,B,C,B+,B+,2021,"농업, 임업 및 어업",0.2095725578557093,1.1949999999999998
동원수산,100942001000.0,77.03,56.49,-0.52,0.0,C,D,C,B+,2021,"농업, 임업 및 어업",0.0341908114218587,0.8049999999999999
동원시스템즈,1492014739000.0,124.24,44.6,15.98,11.93,B,C,B+,B,2021,화학,0.06819320974147311,2.4000000000000004
동일고무벨트,313829242000.0,50.13,66.61,0.0,16.0,B+,B,B+,B+,2021,화학,-0.05840621980125128,0.635
동일산업,473764602000.0,17.84,84.86,39.35,71.45,B,B,C,B+,2021,철강금속,0.048620468408841995,0.715
동일제강,180512781000.0,17.56,85.06,48.26,3.9,C,C,C,B,2021,철강금속,-0.044784192592174574,0.415
동화약품,447804487000.0,24.34,80.42,7.7,17.84,B,D,B+,B,2021,의약품,0.12296581857711239,1.465
두산,26009852172000.0,206.1,32.67,-22.19,28.91,A,A,A+,B+,2021,서비스업,0.05471236919489345,0.7000000000000001
두산밥캣,8580899465000.0,98.57,50.36,35.83,240.0,B+,C,A,A,2021,기계,0.07909630883600728,1.505
두산퓨얼셀,698854941000.0,34.87,74.15,-17.41,0.0,B+,B,A,A,2021,전기전자,-0.36720543457601956,8.395
두올,424141555000.0,114.96,46.52,6.4,3.14,B,C,B,B+,2021,운수장비,0.054838675820397836,1.08
드림텍,732979091000.0,88.54,53.04,17.76,291.67,C,C,C,B+,2021,전기전자,0.06554402761777586,3.875
디씨엠,286895606000.0,21.8,82.1,51.67,137.82,C,D,C,B+,2021,철강금속,0.06301822045659303,1.135
디아이,248156662000.0,63.2,61.28,39.63,30.03,B,D,B,B+,2021,의료정밀,-0.03541016219013117,2.125
디아이씨,628866348000.0,374.54,21.07,19.61,0.0,C,C,C,B,2021,운수장비,0.06420945152332908,4.135
디와이,859972555000.0,72.64,57.92,26.46,22.5,B,C,C,B+,2021,기타금융,0.026146077760745304,0.77
디와이파워,342046278000.0,51.37,66.07,43.45,59.97,B,C,C,B+,2021,기계,0.02758930747826414,1.03
락앤락,829724565000.0,19.57,83.64,8.18,0.0,C,C,C,B+,2021,화학,0.03451256325421503,1.365
롯데관광개발,1302424557000.0,2371.97,4.05,538.49,0.0,B,D,B,B,2021,서비스업,-0.47539499187642936,14.615
롯데손해보험,18911189698000.0,1787.3,5.3,-13.93,0.0,A,B,A+,A,2021,보험,0.035804451081144,0.595
롯데쇼핑,33426533819000.0,183.35,35.29,0.0,55.96,A,A,A+,A,2021,유통업,0.11738481636829451,0.32
롯데정밀화학,2723453687000.0,23.87,80.73,0.0,45.41,A,A,A+,A,2021,화학,0.17329831781734573,1.155
롯데정보통신,750130638000.0,73.14,57.76,0.0,13.76,A,A,A,A,2021,서비스업,0.09386907526584733,1.52
롯데지주,19921883104000.0,106.89,48.34,9.22,506.76,A,B+,A+,A,2021,기타금융,0.06050110098767949,0.7949999999999999
롯데케미칼,22869964008000.0,48.01,67.56,48.25,166.0,A,B,A+,A,2021,화학,0.08201869898825374,0.8049999999999999
롯데하이마트,2943544893000.0,61.08,62.08,-4.49,19.6,A,A,A+,A,2021,유통업,0.037857379176847214,0.45499999999999996
마니커,196467021000.0,315.43,24.07,17.66,0.0,C,D,B,B,2021,음식료품,-0.0345742075756866,5.51
메리츠금융지주,2327968272000.0,45.36,68.79,56.37,36.96,B+,D,B+,A,2021,기타금융,-0.05396192298890644,2.3049999999999997
메타랩스,85034045000.0,50.68,66.36,-52.85,0.0,C,D,C,B+,2021,섬유의복,0.05800121122428995,1.38
명문제약,223263082000.0,159.99,38.46,7.75,0.0,B,D,B,B+,2021,의약품,0.0062064213721638685,2.955
명신산업,719480410000.0,142.18,41.29,36.92,0.0,-,-,-,-,2021,운수장비,0.02057457928500344,11.655000000000001
모나리자,93955501000.0,24.89,80.07,-9.16,0.0,B,B,C,B,2021,종이목재,0.10268644758096183,2.27
모나미,202507880000.0,93.7,51.63,3.5,10.0,C,D,C,B,2021,유통업,0.036777297517370834,1.335
모토닉,447982645000.0,6.96,93.49,0.0,52.97,B,B,B,B+,2021,운수장비,0.11238129291542709,1.005
무림페이퍼,2284417095000.0,253.32,28.3,11.12,1.0,A,B+,B+,A,2021,종이목재,-0.05766474674846185,0.47
무학,646644150000.0,29.71,77.1,-8.92,106.88,B,D,B,B+,2021,음식료품,0.37520779835299195,0.61
문배철강,209839262000.0,46.75,68.14,34.19,14.33,C,D,C,B,2021,철강금속,0.01202267637962411,0.715
미래산업,117721879000.0,39.08,71.9,16.31,0.0,C,C,C,C,2021,의료정밀,0.10772705533946562,0.7999999999999999
미래아이앤지,99668333000.0,40.22,71.32,35.26,0.0,C,D,C,C,2021,서비스업,0.2586976406782752,1.0499999999999998
미래에셋증권,84024164448000.0,776.93,11.4,-22.27,4.59,B,B,C,B,2021,증권,-0.09425733474844218,0.82
미원상사,372413719000.0,25.82,79.48,21.97,37.15,C,D,C,B,2021,화학,0.15308147306767755,3.29
미원홀딩스,426808405000.0,81.04,55.24,45.82,88.15,A,B+,A,A,2021,기타금융,0.04781241814807274,1.685
미원화학,133843310000.0,11.58,89.62,23.24,127.47,A,B+,B+,A,2021,화학,0.04749971790662887,1.595
백광산업,359208430000.0,89.52,52.77,11.55,9.83,C,C,C,C,2021,화학,0.191490010850851,1.375
백산,330162573000.0,124.58,44.53,-3.14,17.29,C,D,C,C,2021,화학,0.0263068116928734,1.4449999999999998
범양건영,198492064000.0,130.35,43.41,-22.48,0.0,B+,C,A+,B+,2021,건설업,0.06441462372401907,2.5149999999999997
벽산,505440465000.0,74.1,57.44,6.14,1.65,B,B+,B,B,2021,비금속광물,0.01572274237900222,1.24
보락,56317969000.0,23.66,80.87,3.84,2.5,C,D,C,B,2021,화학,0.029614716237810902,3.175
보해양조,153116764000.0,81.74,55.02,6.6,0.0,C,D,C,B,2021,음식료품,0.14911857182238464,2.09
부광약품,397416583000.0,41.9,70.47,0.0,18.81,C,D,D,B+,2021,의약품,0.14534942478137072,5.05
부국증권,1589524381000.0,153.61,39.43,-14.67,21.53,C,D,B,C,2021,증권,0.034778422551951675,0.54
부국철강,150684043000.0,25.13,79.92,40.89,15.0,C,D,C,B,2021,철강금속,-0.015795587264267014,1.05
부산산업,133795624000.0,72.63,57.93,10.7,5.0,C,D,D,B,2021,비금속광물,-0.01827098786538812,3.785
부산주공,239665282000.0,934.45,9.67,22.33,0.0,C,B,D,B,2021,운수장비,-0.007285276434834708,1.665
비비안,198167472000.0,91.88,52.11,2.49,0.0,D,D,C,C,2021,섬유의복,-0.017717845136015063,1.3599999999999999
비상교육,271514540000.0,35.8,73.64,25.11,41.48,B,D,B+,B+,2021,서비스업,0.0910792625304667,0.745
비케이탑스,108096534000.0,2049.24,4.65,151.55,0.0,C,D,C,C,2021,서비스업,-1.1219699583250748,63.345
빙그레,760245281000.0,36.28,73.38,0.0,24.88,A,A,A+,A,2021,음식료품,0.04836995058018614,1.05
사조대림,1139785734000.0,119.61,45.54,5.56,4.81,B+,C,A,B+,2021,음식료품,0.03439195500827451,0.62
사조동아원,448788965000.0,111.94,47.18,4.02,0.0,B,C,B,B+,2021,음식료품,-0.012063411209388851,0.915
사조산업,1113856493000.0,96.88,50.79,-5.07,5.99,B,C,B,B+,2021,"농업, 임업 및 어업",0.08348884592893498,0.905
사조씨푸드,336930665000.0,46.5,68.26,-18.58,6.0,B,C,B+,B+,2021,음식료품,0.07444608545214318,0.5
사조오양,315948483000.0,60.62,62.26,0.38,4.0,C,D,B,C,2021,음식료품,0.06154634367871137,0.54
삼부토건,519063459000.0,151.8,39.71,-5.88,0.0,C,C,D,B+,2021,건설업,-0.1066270232507153,1.98
삼성SDI,25833192997000.0,69.99,58.83,0.0,18.77,A,A,A+,B+,2021,전기전자,0.16055426821242386,4.275
삼성공조,257514152000.0,17.18,85.34,24.79,15.79,C,C,C,B,2021,운수장비,0.12160548269138492,0.71
삼성물산,55245423114000.0,65.64,60.37,0.0,3674.98,A,A,A+,A,2021,유통업,0.03470397376105472,0.91
삼성바이오로직스,7970010787000.0,59.68,62.62,0.0,0.0,A,A,A+,A,2021,의약품,0.2899197757881335,16.88
삼성에스디에스,10517432175000.0,41.29,70.77,0.0,479.83,A,A,A+,A,2021,서비스업,0.0719177329121533,2.705
삼성엔지니어링,6058722397000.0,209.04,32.36,10.93,0.0,A,A,A+,A,2021,서비스업,0.09881868143743776,2.98
삼성전기,9941374038000.0,44.68,69.12,0.0,40.93,A,A,A+,B+,2021,전기전자,0.1789392910885056,2.925
삼성전자,426621158000000.0,39.92,71.47,18.07,273.31,B+,A,A+,B,2021,전기전자,0.2328481064446966,3.08
삼성제약,145456078000.0,14.29,87.5,13.74,0.0,C,D,C,B,2021,의약품,-0.13046704138876558,4.8100000000000005
삼성중공업,12138595961000.0,196.26,33.75,0.0,0.0,B+,B,A,B+,2021,운수장비,0.1276089216619652,-0.65
삼성증권,59641733207000.0,906.52,9.94,-10.65,74.01,A,A,A+,B+,2021,증권,-0.2115222680129158,0.71
삼성출판사,338722413000.0,51.62,65.95,12.19,40.0,C,D,D,B+,2021,서비스업,0.031196582837785924,2.41
삼성카드,27002979486000.0,260.38,27.75,6.05,39.92,A,A+,A+,A,2021,기타금융,-0.7223586155518752,0.53
삼아알미늄,227237961000.0,86.22,53.7,28.4,40.0,B,B,C,B+,2021,철강금속,0.06257611980921116,2.515
삼양사,2802047156000.0,96.51,50.89,16.21,23.52,A,A,A,B+,2021,음식료품,-0.00752487145038305,0.63
삼양식품,753080321000.0,90.32,52.54,-1.0,20.0,A,A,A+,A,2021,음식료품,0.09089525171548209,1.9649999999999999
삼양통상,459013786000.0,12.94,88.54,0.0,23.75,B,C,C,B+,2021,기타제조업,0.10084273290331477,0.55
삼양패키징,612486514000.0,90.66,52.45,6.63,20.0,B+,B,B+,B+,2021,화학,0.1435075721464586,1.295
삼양홀딩스,4460588689000.0,83.91,54.37,25.74,52.4,B+,A,A,B,2021,기타금융,0.07769659582485423,0.575
삼영무역,578816472000.0,24.7,80.19,19.01,105.0,B,D,C,B+,2021,유통업,1.893655193507173e-05,0.885
삼원강재,270679644000.0,23.75,80.81,21.94,20.86,C,B,D,B,2021,운수장비,0.022462686630855846,0.665
삼익악기,585304800000.0,130.52,43.38,19.19,9.16,C,D,C,B+,2021,기타제조업,0.05328176990835556,0.81
삼일씨엔에스,351874251000.0,27.02,78.73,0.0,0.0,B,C,B,B+,2021,비금속광물,-0.04791722958318582,0.6
삼일제약,226404983000.0,244.36,29.04,0.0,14.79,B,D,B,B+,2021,의약품,0.010554152741006566,3.1399999999999997
삼정펄프,239413229000.0,10.78,90.27,-5.6,20.0,C,C,D,B,2021,종이목재,0.012441617727815078,0.4
삼진제약,332495965000.0,41.99,70.43,6.34,70.81,B,D,B,B+,2021,의약품,0.09584258759562848,1.745
삼천리,4245308851000.0,190.75,34.39,17.1,50.66,B+,B,A,B+,2021,전기가스업,0.09058286788670762,0.28500000000000003
삼호개발,296852078000.0,34.5,74.35,0.0,33.99,C,D,D,B,2021,건설업,-0.02866111903857904,0.665
삼화왕관,243315828000.0,69.39,59.04,6.9,12.69,B,B,C,B,2021,기계,0.09135833329798708,0.655
삼화전기,158640156000.0,82.6,54.76,23.98,30.0,C,C,C,B,2021,전기전자,0.06172740954978297,3.455
상상인증권,585045704000.0,196.24,33.76,23.97,0.0,C,D,B,D,2021,증권,-1.7580971850588476,0.65
상신브레이크,493641122000.0,161.94,38.18,13.75,14.43,B,B,B,B,2021,운수장비,0.051525436804090184,0.515
