,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,배당률,ESG,E,S,G,평가연도,업종명,현금흐름(CF),PBR
광동제약,321682097000.0,28.92,77.57,8.39,4.07,B이하,C,B이하,B이하,2011,의약품,0.08836511646400598,0.72
광명전기,123886511000.0,96.84,50.8,-10.75,0.0,C,B,C,B이하,2011,전기전자,0.019109685859986576,2.105
광전자,350230397000.0,54.0,64.94,15.28,0.0,C,C,C,B이하,2011,전기전자,0.050659436631126945,1.02
광주신세계,380753715000.0,22.74,81.47,5.69,25.0,B+,B+,B+,B이하,2011,유통업,0.26413605403172047,0.91
교보증권,4586430100000.0,727.7,12.08,162.71,1.98,B+,C,B이하,C,2011,증권,0.259075094663925,0.59
국도화학,567444580000.0,79.85,55.6,9.39,16.0,B이하,B,B이하,B이하,2011,화학,0.08740722289500849,1.1300000000000001
국동,68162305000.0,1069.25,8.55,1.4,0.0,B이하,B,B이하,C,2011,유통업,-0.0062938005513994925,1.755
국보,98869465000.0,186.86,34.86,10.01,0.98,B이하,B,B이하,B이하,2011,운수창고업,0.024877818336039654,0.535
국제약품,142910369000.0,93.46,51.69,0.0,7.28,B이하,B,B이하,B이하,2011,의약품,-0.013169090565084427,0.61
극동유화,195932757000.0,111.54,47.27,27.49,14.0,B이하,B,B이하,B이하,2011,화학,-0.025995823733953243,0.64
금강공업,431242593000.0,123.63,44.72,8.13,4.52,B이하,B,B이하,C,2011,철강금속,0.11790054806924374,0.39
금양,130817841000.0,189.58,34.53,6.9,4.27,C,B,C,C,2011,화학,-0.0062691461941324494,0.87
금호전기,549343934000.0,103.37,49.17,-17.14,7.7,B이하,B,B이하,B이하,2011,전기전자,-0.0477131376099376,0.83
깨끗한나라,442025037000.0,322.33,23.68,13.87,0.0,B이하,B,B이하,B+,2011,종이목재,0.057627659125512876,1.185
남광토건,883710234000.0,0.0,0.0,-2.51,0.0,B이하,C,B이하,B이하,2011,건설업,0.07280430986599408,0.0
남선알미늄,259574975000.0,249.67,28.6,11.64,0.0,C,C,C,B이하,2011,철강금속,-0.0069260578587177525,2.33
남성,222934371000.0,157.95,38.77,-14.28,4.63,C,C,C,C,2011,유통업,0.04817718967489454,0.335
남양유업,1012073856000.0,23.58,80.92,17.18,19.33,C,B,C,C,2011,음식료품,-0.06486159045482742,0.855
남해화학,631030361000.0,71.86,58.19,32.94,1.78,B이하,B,B이하,B이하,2011,화학,-0.013286112542198294,1.9300000000000002
넥센,521959112000.0,63.37,61.21,12.82,7.07,B이하,B,B이하,C,2011,화학,0.06509059614997746,0.8700000000000001
넥센타이어,1902240724000.0,236.65,29.7,24.49,11.44,B이하,C,B이하,B이하,2011,화학,-0.009947074890271981,2.86
노루페인트,490240264000.0,118.78,45.71,19.61,30.0,B이하,B,B이하,B이하,2011,화학,0.055891373657038196,0.315
노루홀딩스,787102842000.0,116.98,46.09,16.97,49.05,C,B,C,C,2011,서비스업,0.06148047398177849,0.535
녹십자,860353832000.0,36.5,73.26,0.0,29.94,B이하,B,B이하,B이하,2011,의약품,0.07143462448630704,2.585
녹십자홀딩스,4603216704000.0,413.89,19.46,-2.95,41.21,B이하,B,B이하,C,2011,서비스업,0.14203471695660327,8.11
농심,2270287656000.0,49.44,66.92,4.23,76.05,B이하,B,B이하,B이하,2011,음식료품,0.055609752104132215,1.015
농심홀딩스,989299514000.0,41.39,70.72,7.46,40.0,B이하,B,B이하,C,2011,서비스업,0.04133853667937317,0.52
다우기술,4235093248000.0,292.92,25.45,2.61,24.74,B이하,C,B이하,C,2011,서비스업,-0.08713740372406004,1.095
대교,858490568000.0,33.35,74.99,3.16,27.34,B이하,A,B이하,C,2011,서비스업,0.043295785972732405,1.11
대구백화점,504984223000.0,32.86,75.27,9.28,5.84,B이하,B+,B이하,B이하,2011,유통업,0.22172462403281504,0.335
대림통상,267062895000.0,80.77,55.32,1.77,11.12,B이하,C,B이하,B이하,2011,기계,0.027889347763380132,0.47
대상,1565601613000.0,186.17,34.94,21.22,10.04,B이하,B,B이하,B이하,2011,음식료품,0.013918337000304568,0.83
대상홀딩스,576988559000.0,38.99,71.95,140.74,15.02,C,B,C,C,2011,서비스업,0.04876526834209361,0.365
대성홀딩스,941567070000.0,105.3,48.71,20.73,20.0,C,B,C,C,2011,서비스업,0.03469901524352461,0.835
대신증권,9561223234000.0,463.73,17.74,28.27,13.74,B이하,A,B이하,C,2011,증권,0.0793108538519848,0.84
대양금속,213532161000.0,600.95,14.27,-32.13,0.0,C,C,C,C,2011,철강금속,0.05557259469911549,1.88
대영포장,225413474000.0,126.19,44.21,35.31,0.0,B이하,C,B이하,B이하,2011,종이목재,-0.016720798513243384,0.41500000000000004
대우건설,9468578921000.0,177.49,36.04,4.56,0.0,B이하,B,B이하,B이하,2011,건설업,-0.015153906937921971,1.49
대우조선해양,16530738032000.0,287.28,25.82,1.29,0.0,B+,B+,B+,A,2011,운수장비,0.0001629324649549242,1.53
대웅,476954187000.0,41.91,70.47,0.0,15.81,B이하,B,B이하,C,2011,서비스업,0.03535888173405805,0.675
대웅제약,498461064000.0,37.54,72.71,0.0,28.32,B+,B,B이하,C,2011,의약품,0.1109326544251576,1.225
대원강업,955647662000.0,134.75,42.6,20.91,21.63,B이하,C,B이하,B이하,2011,운수장비,0.03556831993286773,1.21
대원전선,216443383000.0,218.57,31.39,0.0,0.0,C,C,C,B이하,2011,전기전자,0.06314355030482116,0.76
대원제약,140388079000.0,35.1,74.02,-4.02,19.76,B이하,B+,B이하,C,2011,의약품,0.12912885011686756,0.8500000000000001
대원화성,108431492000.0,182.14,35.44,12.29,0.0,C,B,C,B이하,2011,화학,-0.0021639968522320675,0.9
대유에이텍,362524758000.0,383.91,20.66,68.41,4.0,B이하,C,B이하,B이하,2011,운수장비,-0.04879073410693719,2.48
대창,485259912000.0,167.75,37.35,6.58,0.0,B이하,C,B이하,B이하,2011,철강금속,0.01173133506612095,0.975
대창단조,148832447000.0,77.83,56.23,29.25,20.0,C,C,C,B이하,2011,운수장비,0.06834869501203708,1.095
대한방직,272312547000.0,214.47,31.8,-5.23,0.0,C,B,C,C,2011,섬유의복,-0.006863427517717379,0.35
대한유화,1271667971000.0,65.44,60.45,10.59,22.6,B이하,B,B이하,B이하,2011,화학,0.01492713212219041,1.04
대한전선,3522892708000.0,985.62,9.21,2.1,0.0,C,B,C,B이하,2011,전기전자,-0.003845272338414045,2.485
대한제강,794943509000.0,141.34,41.44,12.73,9.19,B+,B,B이하,B이하,2011,철강금속,-0.0044567348838675845,0.605
대한제당,1595832317000.0,286.17,25.9,6.76,13.51,B이하,B,B이하,C,2011,음식료품,0.04312227054687814,0.81
대한제분,845150369000.0,51.24,66.12,3.41,63.18,B이하,B,B이하,C,2011,음식료품,0.010258979128201368,0.49
대한항공,22388342727000.0,708.55,12.37,5.4,0.0,A,B+,A,A,2011,운수창고업,0.16374302045438807,2.3
대한화섬,467635475000.0,34.11,74.56,33.41,12.69,B이하,C,B이하,B이하,2011,화학,0.009143668307157791,0.38
대현,173743262000.0,81.65,55.05,6.03,3.62,C,B+,C,C,2011,섬유의복,-0.013176211818117078,1.2599999999999998
대호에이엘,133330219000.0,223.24,30.94,7.33,0.0,C,B,C,B이하,2011,철강금속,0.024077027235161183,2.145
더존비즈온,167409573000.0,158.94,38.62,-1.45,0.0,B이하,B,B이하,C,2011,서비스업,0.25553181106823375,6.1850000000000005
덕성,89763557000.0,57.61,63.45,-18.16,3.71,C,B,C,C,2011,화학,-0.045883963653132284,0.855
덕양산업,254048937000.0,272.5,26.85,39.98,98.28,C,C,C,C,2011,운수장비,0.027771185122562433,1.02
동국제강,10152885174000.0,222.55,31.0,8.43,10.79,B이하,B+,B이하,B이하,2011,철강금속,-0.024672131837768566,0.765
동남합성,62255155000.0,40.66,71.09,19.76,3.18,C,C,C,C,2011,화학,-0.0686790706811108,0.88
동방,585961449000.0,373.6,21.11,6.83,2.65,B이하,B,B이하,B이하,2011,운수창고업,0.022879050691818916,0.605
동방아그로,149857220000.0,32.57,75.43,0.0,33.7,B이하,B,B이하,C,2011,화학,0.14577553703901755,0.845
동부건설,2570902478000.0,509.14,16.42,-1.07,0.0,B이하,B+,B이하,B이하,2011,건설업,0.10850481364458014,0.45
동성제약,124577132000.0,106.93,48.32,9.06,2.51,B이하,B,B이하,C,2011,의약품,-0.031574002520942265,0.495
동아지질,202921027000.0,60.38,62.35,-22.15,34.39,B이하,B,B이하,B이하,2011,건설업,-0.038752758416507584,1.21
동양,3633466665000.0,927.33,9.73,50.57,0.0,B이하,B,B이하,C,2011,비금속광물,-0.0800533230835203,2.205
동양고속,290833249000.0,117.97,45.88,47.16,22.32,B이하,B,B이하,C,2011,운수창고업,0.0807676002031339,0.45
동양철관,200430666000.0,89.04,52.9,6.38,0.0,B이하,C,B이하,B이하,2011,철강금속,-0.002091996710683032,1.66
동원산업,1306812956000.0,163.04,38.02,2.22,60.0,B이하,C,B이하,C,2011,"농업, 임업 및 어업",0.02898344719780184,1.26
동원수산,107105523000.0,140.16,41.64,0.0,10.0,C,C,C,C,2011,"농업, 임업 및 어업",0.028308254973323822,1.58
동원시스템즈,450948473000.0,397.73,20.09,8.48,0.0,C,C,C,B이하,2011,전기전자,-0.03522500142927073,1.75
동일산업,371750736000.0,29.77,77.06,5.59,29.21,C,B,C,B이하,2011,철강금속,0.08340999847676127,0.59
동화약품,339431477000.0,47.82,67.65,8.96,10.0,B이하,B+,B이하,B이하,2011,의약품,0.1971505834466339,0.655
두산,6296220754000.0,80.46,55.41,7.48,35.3,A,A+,A,A,2011,서비스업,0.07435033181107659,2.2199999999999998
디씨엠,168125000000.0,21.22,82.5,13.44,100.9,B이하,B,B이하,C,2011,철강금속,0.060584338245389224,1.25
디아이,188261131000.0,73.08,57.78,-2.57,0.0,B이하,B,B이하,B이하,2011,의료정밀,-0.04262114370020769,0.54
디아이씨,528402290000.0,218.79,31.37,21.49,10.0,B이하,B,B이하,B이하,2011,운수장비,0.00980248459196963,1.325
롯데관광개발,224758209000.0,149.81,40.03,36.42,0.0,B이하,B,B이하,B이하,2011,서비스업,0.03412336362196904,2.4850000000000003
롯데손해보험,2955899685000.0,1365.61,6.82,0.89,0.0,B이하,B,B이하,C,2011,보험,0.20874630376212025,1.625
롯데쇼핑,33061119644000.0,125.23,44.4,17.01,30.0,A,B+,A,A,2011,유통업,0.03914054371124152,0.97
마니커,281438687000.0,218.64,31.38,7.3,0.0,B이하,C,B이하,C,2011,음식료품,0.023292470707587654,0.69
명문제약,202503823000.0,143.59,41.05,13.05,9.88,B이하,B+,B이하,C,2011,의약품,-0.011271804685853043,0.83
모나리자,59334257000.0,45.41,68.77,3.72,7.16,B이하,C,B이하,C,2011,종이목재,0.0768936442235351,2.04
모나미,212142757000.0,232.44,30.08,0.15,5.0,B이하,B,B이하,B이하,2011,유통업,0.017093915735405637,0.75
모토닉,423199251000.0,19.63,83.59,-13.15,34.26,C,B,C,B이하,2011,운수장비,-0.012496527369843812,0.9299999999999999
무림페이퍼,2257628667000.0,245.43,28.95,14.95,8.0,B이하,B,B이하,B이하,2011,종이목재,-0.15092003532939866,0.7000000000000001
문배철강,129650251000.0,59.17,62.82,17.96,9.47,C,B,C,C,2011,철강금속,-0.027459204205711994,0.58
미래산업,126114458000.0,148.6,40.23,0.0,0.0,B이하,B+,B이하,B이하,2011,의료정밀,-0.015994310784267596,3.495
미래에셋증권,19206559000000.0,600.51,14.28,-23.76,7.79,B이하,B,B이하,C,2011,증권,0.24625377227176748,1.885
미원상사,148263212000.0,77.29,56.4,21.93,6.72,B이하,B,B이하,B이하,2011,화학,0.06647028420879326,1.18
백광산업,422390740000.0,106.47,48.43,8.03,9.66,C,B,C,B이하,2011,화학,0.05958082401314366,0.64
백산,153278162000.0,83.86,54.39,17.95,13.49,B이하,C,B이하,B이하,2011,화학,0.0689109901214969,1.255
범양건영,297418155000.0,12807.68,0.77,-52.77,0.0,C,C,C,B이하,2011,건설업,-0.11283850479631133,2.635
보락,46455549000.0,26.03,79.35,9.0,0.0,B이하,B,B이하,B이하,2011,화학,0.031027695536934637,0.8700000000000001
보해양조,244226095000.0,375.72,21.02,0.45,0.0,C,B,C,C,2011,음식료품,0.15235534451738175,10.365
부광약품,251539303000.0,26.55,79.02,5.74,96.09,B이하,B+,B이하,C,2011,의약품,0.18642043764449823,2.39
부국증권,647839669000.0,72.94,57.82,45.96,15.51,B이하,B,B이하,C,2011,증권,0.6167841710221459,0.705
부국철강,144303661000.0,43.83,69.52,-5.82,15.0,C,B,C,C,2011,철강금속,-0.030706499976271482,0.49
부산산업,108216597000.0,165.8,37.62,16.7,0.0,C,C,C,C,2011,비금속광물,0.058455685839208876,0.5800000000000001
부산주공,214468630000.0,368.37,21.35,14.24,12.63,B이하,B,B이하,B이하,2011,운수장비,0.04594669199510229,0.73
비상교육,179673049000.0,44.64,69.14,18.75,42.45,B이하,B,B이하,C,2011,서비스업,0.049559276402818174,0.935
빙그레,493949047000.0,24.41,80.38,0.0,21.32,B+,B,B+,C,2011,음식료품,0.018764431771672054,1.47
사조대림,358454161000.0,138.05,42.01,35.76,6.46,B이하,B,B이하,C,2011,음식료품,-0.08739588259188512,0.9450000000000001
사조산업,1138408934000.0,234.89,29.86,21.09,3.96,B이하,B,B이하,C,2011,"농업, 임업 및 어업",-0.04333379084587478,1.435
사조오양,172615973000.0,153.95,39.38,8.62,0.0,C,B,C,C,2011,"농업, 임업 및 어업",0.0770156783992141,1.15
삼성SDI,8527410755000.0,35.04,74.05,6.24,27.98,A+,B,A+,A+,2011,전기전자,0.05505948793728266,1.39
삼성공조,259963771000.0,59.22,62.81,41.18,12.83,C,B,C,B이하,2011,운수장비,0.055857266239322384,0.38
삼성물산,5907999507000.0,56.53,63.88,21.73,0.0,A+,B+,A+,A,2011,유통업,0.06393318430049408,0.0
삼성엔지니어링,5188614818000.0,295.07,25.31,75.03,55.44,B+,B+,B+,B이하,2011,서비스업,0.004126593206489113,7.755
삼성전기,7328861760000.0,89.09,52.88,-13.45,15.01,A+,B+,A+,A+,2011,전기전자,0.08108130958014476,2.42
삼성전자,155631254000000.0,52.81,65.44,6.71,83.81,A,A,A,A+,2011,전기전자,0.13889487889193625,1.735
삼성제약,87524733000.0,161.71,38.21,12.32,0.0,B이하,B,B이하,C,2011,의약품,-0.03737682274456073,0.8500000000000001
삼성중공업,16413939003000.0,253.44,28.29,1.87,9.38,B이하,B,B이하,B+,2011,운수장비,0.10751113790174968,1.9049999999999998
삼성증권,14602021587000.0,427.14,18.97,-0.14,23.37,A,A,A,B+,2011,증권,0.14545584156333227,1.945
삼성출판사,85801871000.0,21.46,82.33,0.61,19.8,B이하,B,B이하,C,2011,서비스업,0.10852809692956183,0.865
삼성카드,16123040439000.0,160.85,38.34,-11.41,13.94,B+,B+,B+,C,2011,기타금융,-0.384366288836345,1.05
삼아알미늄,185399645000.0,70.94,58.5,2.66,20.0,C,B,C,B이하,2011,철강금속,-0.030239996705549888,2.25
삼양식품,321774390000.0,104.3,48.95,9.58,3.0,B이하,B,B이하,C,2011,음식료품,0.07762429484153713,1.855
삼양통상,249832139000.0,20.15,83.23,0.0,15.0,C,B,C,B이하,2011,기타제조업,0.02819915945670011,0.32499999999999996
삼영무역,240268361000.0,28.06,78.09,0.0,12.64,B이하,B,B이하,C,2011,유통업,0.010730833560832733,0.59
삼익악기,351805364000.0,143.33,41.1,0.27,6.0,B이하,B,B이하,C,2011,기타제조업,0.0009219108705993419,0.89
삼일제약,121203013000.0,81.98,54.95,-4.05,14.22,B이하,B,B이하,C,2011,의약품,-0.03533135170434319,0.44
삼정펄프,161284262000.0,27.57,78.39,15.67,24.0,B이하,B,B이하,C,2011,종이목재,0.11077024268938386,0.52
삼진제약,208103870000.0,73.59,57.61,0.67,20.6,B이하,B+,B이하,C,2011,의약품,0.06280014209632041,1.1
삼천리,2445760692000.0,114.15,46.7,12.77,52.73,B이하,B+,B이하,B이하,2011,전기가스업,0.0376259561004915,0.36
삼호개발,197762038000.0,76.69,56.6,0.0,13.3,B이하,B,B이하,C,2011,건설업,0.02554752849555305,0.55
삼화왕관,122671950000.0,25.32,79.8,10.24,19.0,B이하,B,B이하,B이하,2011,기계,0.11102927324403004,0.485
삼화전기,145593871000.0,270.74,26.97,-8.79,5.0,B이하,C,B이하,B이하,2011,전기전자,0.020991720637536078,1.275
상신브레이크,220883454000.0,169.45,37.11,19.31,22.03,B이하,B,B이하,B이하,2011,운수장비,0.09008548970981357,1.4649999999999999
새론오토모티브,181333153000.0,38.29,72.31,18.43,37.43,C,C,C,B이하,2011,운수장비,0.12005787026275982,0.7949999999999999
서원,388794060000.0,174.98,36.37,15.31,7.0,B이하,B,B이하,B이하,2011,철강금속,-0.026123898658361375,1.075
선도전기,101053375000.0,37.89,72.52,0.0,4.96,B이하,B,B이하,B이하,2011,전기전자,0.03399952574558232,0.625
성문전자,55202224000.0,48.93,67.15,10.33,5.22,B이하,C,B이하,B이하,2011,전기전자,0.02730232005736634,1.205
성보화학,100586249000.0,16.98,85.48,16.98,12.0,C,B,C,C,2011,화학,0.08247502246943836,0.5549999999999999
성신양회,1151105428000.0,243.18,29.14,-6.9,0.0,B이하,B+,B이하,B이하,2011,비금속광물,-0.014544513717392467,0.23
성안,307479899000.0,208.84,32.38,12.63,0.0,B이하,C,B이하,C,2011,섬유의복,0.0865665678938191,0.625
성창기업지주,307997635000.0,137.15,42.17,8.1,9.63,B이하,C,B이하,B이하,2011,서비스업,0.08054895121873114,0.9450000000000001
세기상사,52280158000.0,68.76,59.25,-6.18,0.0,C,B,C,C,2011,서비스업,-0.07651926503582718,0.48
세방,908627879000.0,55.72,64.22,10.62,35.24,B이하,B,B이하,B이하,2011,운수창고업,0.07268217731510443,0.755
세방전지,712634498000.0,45.31,68.82,20.71,70.0,B이하,B,B이하,B이하,2011,전기전자,0.08697425254601486,1.19
세아홀딩스,3845130468000.0,78.62,55.98,28.13,34.99,B이하,B,B이하,C,2011,서비스업,0.06884955315082043,0.665
세우글로벌,31195672000.0,11.84,89.42,0.0,0.0,C,B,C,C,2011,유통업,0.15302564060251578,0.49
세종공업,637756161000.0,131.95,43.11,20.14,44.67,B이하,B,B이하,B이하,2011,운수장비,-0.00045887772459695406,1.525
세하,190494276000.0,457.02,17.95,7.57,0.0,B이하,B,B이하,B이하,2011,종이목재,-0.013507755953546524,2.58
송원산업,870166000000.0,216.4,31.61,12.92,12.0,B이하,B,B이하,B이하,2011,화학,0.03136069650159307,1.395
수산중공업,117248095000.0,66.17,60.18,15.64,5.0,B이하,C,B이하,B이하,2011,기계,0.08428058758684505,1.275
신대양제지,421658812000.0,87.01,53.47,15.67,10.0,B이하,C,B이하,B이하,2011,종이목재,0.06256173359411889,0.275
신도리코,980932781000.0,16.96,85.5,4.63,53.65,B이하,C,B이하,B이하,2011,전기전자,0.1219621895715367,0.6599999999999999
신라교역,435062940000.0,26.59,79.0,7.95,39.45,C,B,C,C,2011,"농업, 임업 및 어업",0.03155687558606668,0.7050000000000001
신성이엔지,415221081000.0,173.86,36.51,-15.88,0.0,B이하,C,B이하,C,2011,기계,-0.19263426952482515,1.695
신세계,4144705507000.0,90.15,52.59,16.99,14.99,B이하,A,B이하,B이하,2011,유통업,-0.02736287427226337,2.255
신세계건설,491318941000.0,202.03,33.11,18.25,5.73,B이하,B,B이하,B이하,2011,건설업,-0.030456312933181552,0.355
신영와코루,280438245000.0,12.42,88.95,0.87,30.0,B이하,C,B이하,C,2011,섬유의복,0.06109273738196909,0.38
신원,411181825000.0,111.99,47.17,6.81,0.0,B이하,B,B이하,C,2011,섬유의복,-0.04421698251974584,0.45499999999999996
신풍제약,378499607000.0,110.44,47.52,-0.53,14.13,B이하,B,B이하,B이하,2011,의약품,0.12506531324549483,5.87
신흥,142045998000.0,82.53,54.79,0.0,8.57,B이하,B+,B이하,C,2011,유통업,4.272153699897471e-05,1.195
쌍방울,125765852000.0,70.71,58.58,12.94,0.0,B이하,C,B이하,C,2011,섬유의복,0.050122638171339634,1.47
써니전자,39869427000.0,103.13,49.23,-32.94,0.0,B이하,C,B이하,B이하,2011,전기전자,-0.1143933348768852,0.55
아남전자,133659153000.0,93.4,51.71,8.3,0.0,C,B,C,B이하,2011,전기전자,-0.09660977750537694,0.46499999999999997
아모레퍼시픽,2815427568000.0,31.67,75.95,12.43,130.08,A,A,A,A,2011,화학,0.15775249829650792,3.875
아세아제지,458140729000.0,107.68,48.15,15.1,5.8,B이하,C,B이하,B이하,2011,종이목재,0.0447224606506741,0.285
아시아나항공,5747431446000.0,567.31,14.99,6.14,0.0,B+,B,B+,A,2011,운수창고업,0.11427294961159133,2.17
아이에스동서,973623949000.0,145.65,40.71,23.38,40.23,B이하,C,B이하,B이하,2011,비금속광물,-0.07257368518648438,1.315
에넥스,119599167000.0,163.8,37.91,12.3,0.0,B이하,B,B이하,C,2011,기타제조업,-0.0013813760619864799,0.46499999999999997
에스엘,1025741167000.0,100.98,49.75,-1.83,40.0,B이하,B,B이하,B이하,2011,운수장비,0.04214271441041365,1.315
에스원,1057718910000.0,38.98,71.95,14.27,221.97,B+,B+,B+,C,2011,서비스업,0.20252700207745059,3.115
에쓰씨엔지니어링,405239276000.0,223.22,30.94,8.27,20.0,B이하,C,B이하,C,2011,서비스업,0.001157539596309411,0.5
에이엔피,255683632000.0,297.94,25.13,23.98,0.0,C,C,C,B이하,2011,전기전자,0.027378922147877675,0.665
엔씨소프트,1113431660000.0,28.21,78.0,-7.7,108.84,B이하,B+,B이하,C,2011,서비스업,0.2275570157106212,6.765000000000001
엔케이,440135252000.0,175.06,36.36,4.57,9.66,B이하,C,B이하,B이하,2011,기계,-0.02903265116684202,1.94
영보화학,139042571000.0,60.82,62.18,0.0,9.75,B이하,C,B이하,B이하,2011,화학,0.08920740038272883,0.775
영원무역,844587128000.0,46.41,68.3,22.76,40.0,C,B,C,C,2011,유통업,0.14290739865503368,1.8399999999999999
영원무역홀딩스,1268634513000.0,46.68,68.18,20.82,84.17,C,B,C,C,2011,서비스업,0.13902812301671627,2.035
영진약품,157786910000.0,75.55,56.96,-3.62,0.0,B이하,B,B이하,B이하,2011,의약품,0.07579428212582838,2.915
영풍,2622323750000.0,36.72,73.14,16.78,163.42,C,C,C,B이하,2011,철강금속,0.05571294124698211,1.29
영풍제지,110562222000.0,18.01,84.74,8.57,4.16,C,C,C,B이하,2011,종이목재,0.028115861333646176,0.32999999999999996
영화금속,113212455000.0,208.92,32.37,16.51,5.0,C,C,C,C,2011,운수장비,0.04850355148144196,0.615
오뚜기,989034007000.0,66.74,59.97,14.78,49.08,B이하,C,B이하,C,2011,음식료품,0.057125112907324437,1.01
우신시스템,153971295000.0,111.59,47.26,33.25,18.98,C,C,C,C,2011,기계,0.022425435926833825,0.765
웅진씽크빅,635862354000.0,116.55,46.18,0.3,81.99,B+,B+,B+,B+,2011,서비스업,0.06163237757984406,3.3200000000000003
원림,96052278000.0,53.32,65.22,-0.43,5.34,C,C,C,C,2011,섬유의복,0.0027713086949455934,0.38
윌비스,258346763000.0,92.98,51.82,-4.98,0.0,B이하,B,B이하,C,2011,유통업,0.034460717435774293,0.88
유니드,962778158000.0,102.68,49.34,18.73,15.0,B이하,C,B이하,B이하,2011,화학,-0.052523187328761226,1.04
유니온,323732609000.0,42.15,70.35,9.02,12.41,B이하,B,B이하,B이하,2011,비금속광물,0.05872009021954438,0.6900000000000001
유니퀘스트,159106470000.0,55.29,64.39,2.19,0.0,C,C,C,C,2011,유통업,0.01940016473480141,0.47
유성기업,330691056000.0,65.22,60.52,21.56,19.77,B이하,C,B이하,B이하,2011,운수장비,0.09835755535458648,0.59
유엔젤,91344787000.0,13.14,88.38,-8.7,26.11,B이하,C,B이하,C,2011,서비스업,-0.04934365481844057,0.6699999999999999
유유제약,91835745000.0,39.07,71.91,0.0,8.0,B이하,B,B이하,C,2011,의약품,0.12554091278250007,1.0
유한양행,1314066151000.0,17.67,84.98,2.36,23.2,B이하,B,B이하,B이하,2011,의약품,0.10655856831925255,1.475
유화증권,932245703000.0,104.17,48.98,-24.64,13.43,B이하,B+,B이하,C,2011,증권,1.0467238916645671,0.51
율촌화학,388984274000.0,32.16,75.67,9.91,83.92,B이하,B,B이하,C,2011,화학,-0.0006629071782433606,0.735
이건산업,374226955000.0,202.92,33.01,0.47,0.0,B이하,C,B이하,B이하,2011,종이목재,0.18052577075407678,0.5700000000000001
이구산업,313854138000.0,153.63,39.43,8.58,0.0,C,C,C,B이하,2011,철강금속,-0.13822424651564652,0.585
이수페타시스,330050032000.0,103.35,49.18,14.73,6.91,B이하,C,B이하,B이하,2011,전기전자,0.05252050008466856,1.385
이수화학,1190107022000.0,160.85,38.34,18.83,11.87,B이하,B,B이하,B이하,2011,화학,0.01825151585523838,0.6849999999999999
이스타코,74252153000.0,89.82,52.68,-5.29,0.0,B이하,C,B이하,C,2011,서비스업,0.31862016706730045,0.42000000000000004
