종목명,ESG 통합등급,2014_E,2014_S,2014_G,평가연도,업종명
모토닉,B이하,B,B이하,B이하,2014,운수장비
무림P&P,B이하,C,B이하,B+,2014,종이목재
무림페이퍼,B이하,C,B이하,B+,2014,종이목재
무학,B이하,B+,B이하,B이하,2014,음식료품
문배철강,B이하,C,B이하,B이하,2014,철강금속
미래산업,B이하,B,B이하,B이하,2014,의료정밀
미래에셋증권,B+,B+,B+,B이하,2014,증권
미원상사,B이하,C,B이하,B이하,2014,화학
미원화학,B이하,C,B이하,B이하,2014,화학
방림,B이하,B,B이하,B이하,2014,섬유의복
백광산업,B이하,B,B이하,B+,2014,화학
백광소재,B이하,C,B이하,B이하,2014,비금속광물
백산,B이하,C,B이하,B이하,2014,화학
벽산,B이하,B,B이하,B이하,2014,비금속광물
보락,B이하,B,B이하,B이하,2014,화학
보령제약,B이하,C,B이하,B이하,2014,의약품
보해양조,B이하,C,B이하,B이하,2014,음식료품
부광약품,B이하,B+,B이하,B이하,2014,의약품
부국증권,B이하,B,B이하,B이하,2014,증권
부국철강,B이하,C,B이하,B이하,2014,철강금속
부산산업,B이하,B,B이하,B이하,2014,비금속광물
부산주공,B이하,B,B이하,B+,2014,운수장비
비상교육,B이하,B,B이하,B이하,2014,서비스업
빙그레,B이하,B,B+,B이하,2014,음식료품
사조대림,B이하,C,B이하,B이하,2014,음식료품
사조산업,B이하,C,B이하,B이하,2014,"농업, 임업 및 어업"
사조씨푸드,B이하,C,B이하,B이하,2014,음식료품
사조오양,B이하,C,B이하,B이하,2014,"농업, 임업 및 어업"
사조해표,B이하,B,B이하,B이하,2014,음식료품
삼광글라스,B이하,B,B이하,B이하,2014,비금속광물
삼부토건,B이하,B,B이하,B이하,2014,건설업
삼성SDI,A,B+,A,A,2014,전기전자
삼성공조,B이하,B,B이하,B이하,2014,운수장비
삼성물산,B+,B,A,A,2014,유통업
삼성생명,A,A,A+,A,2014,보험
삼성엔지니어링,A,B+,A,A,2014,서비스업
삼성전기,A+,A,A+,A+,2014,전기전자
삼성전자,A,A,A+,A,2014,전기전자
삼성제약,B이하,B,B이하,B이하,2014,의약품
삼성중공업,B+,B,A,A,2014,운수장비
삼성증권,B+,A,A,B이하,2014,증권
삼성출판사,B이하,B,B이하,B이하,2014,서비스업
삼성카드,B이하,B+,B+,B이하,2014,기타금융
삼아알미늄,B이하,B,B이하,B이하,2014,철강금속
삼양사,B+,B,B+,B+,2014,음식료품
삼양식품,B이하,C,B이하,B이하,2014,음식료품
삼양엔텍,B이하,C,B이하,B이하,2014,기계
삼양제넥스,B+,B+,B+,B+,2014,음식료품
삼양통상,B이하,B,B이하,B이하,2014,기타제조업
삼양홀딩스,B이하,C,B이하,B이하,2014,서비스업
삼영무역,B이하,B,B이하,B이하,2014,유통업
삼원강재,B이하,C,B이하,B+,2014,운수장비
삼익THK,B이하,C,B이하,B이하,2014,기계
삼익악기,B이하,C,B이하,B이하,2014,기타제조업
삼일제약,B이하,B,B이하,B이하,2014,의약품
삼정펄프,B이하,B,B이하,B이하,2014,종이목재
삼진제약,B이하,B,B이하,B이하,2014,의약품
삼천리,B+,B+,B+,B+,2014,전기가스업
삼호,B+,B,B+,B+,2014,건설업
삼호개발,B이하,B,B이하,B이하,2014,건설업
삼화왕관,B이하,C,B이하,B이하,2014,기계
삼화전기,B이하,B,B이하,B+,2014,전기전자
삼환기업,B이하,C,B이하,B이하,2014,건설업
상신브레이크,B이하,B,B이하,B이하,2014,운수장비
새론오토모티브,B이하,C,B+,B+,2014,운수장비
서연,B이하,B,B이하,B이하,2014,운수장비
서원,B이하,B,B이하,B이하,2014,철강금속
서흥,B이하,B,B이하,B이하,2014,화학
선도전기,B이하,B,B이하,B이하,2014,전기전자
선진,B이하,C,B이하,B이하,2014,음식료품
선창산업,B이하,B,B이하,B이하,2014,종이목재
성문전자,B이하,C,B이하,B이하,2014,전기전자
성보화학,B이하,B,B이하,B이하,2014,화학
성신양회,B+,B+,B이하,B+,2014,비금속광물
성안,B이하,C,B이하,B이하,2014,섬유의복
성지건설,B이하,C,B이하,B이하,2014,건설업
성창기업지주,B이하,C,B이하,B이하,2014,서비스업
세기상사,B이하,B,B이하,B이하,2014,서비스업
세방,B이하,B+,B이하,B이하,2014,운수창고업
세방전지,B이하,B,B이하,B+,2014,전기전자
세아베스틸,B이하,B,B이하,B이하,2014,철강금속
세아제강,B이하,B,B이하,B+,2014,철강금속
세아특수강,B이하,B,B이하,B+,2014,철강금속
세아홀딩스,B이하,B,B이하,B이하,2014,서비스업
세우글로벌,B이하,C,B이하,B이하,2014,유통업
세원셀론텍,B이하,C,B이하,B이하,2014,기계
세원정공,B이하,B,B이하,B이하,2014,운수장비
세이브존I&C,B이하,C,B이하,B이하,2014,유통업
세종공업,B이하,B,B이하,B이하,2014,운수장비
세하,B이하,B,B이하,B이하,2014,종이목재
송원산업,B이하,B,B이하,B+,2014,화학
수산중공업,B이하,C,B이하,B이하,2014,기계
신대양제지,B이하,C,B이하,B이하,2014,종이목재
신도리코,B이하,B+,B이하,B이하,2014,전기전자
신라교역,B이하,B,B이하,B이하,2014,"농업, 임업 및 어업"
신성에프에이,B이하,C,B이하,B이하,2014,기계
신성이엔지,B이하,C,B이하,B이하,2014,기계
신성통상,B이하,C,B이하,B이하,2014,유통업
신세계,B+,B+,B+,B+,2014,유통업
신세계건설,B이하,C,A,B이하,2014,건설업
신세계인터내셔날,B+,B,B+,B+,2014,유통업
신세계푸드,B이하,C,B+,B+,2014,서비스업
신영와코루,B이하,C,B이하,B이하,2014,섬유의복
신영증권,B이하,B,B이하,B이하,2014,증권
신원,B이하,B,B이하,B이하,2014,섬유의복
신일산업,B이하,C,B이하,B이하,2014,유통업
신풍제약,B이하,B,B이하,B이하,2014,의약품
신풍제지,B이하,B,B이하,B+,2014,종이목재
신한,B이하,C,B이하,B이하,2014,건설업
신한지주,A,A+,A,A,2014,기타금융
신화실업,B이하,C,B이하,B이하,2014,철강금속
신흥,B이하,B,B이하,B이하,2014,유통업
쌍방울,B이하,C,B이하,B이하,2014,섬유의복
써니전자,B이하,B,B이하,B이하,2014,전기전자
아남전자,B이하,C,B이하,B이하,2014,전기전자
아모레퍼시픽,B+,B+,A,B+,2014,화학
아비스타,B이하,C,B이하,B이하,2014,섬유의복
아세아,B이하,C,B+,B+,2014,서비스업
아세아제지,B이하,C,B이하,B이하,2014,종이목재
아시아나항공,B+,C,A,B+,2014,운수창고업
아이마켓코리아,B이하,B,B이하,B이하,2014,유통업
아이에스동서,B이하,B,B이하,B이하,2014,비금속광물
아주캐피탈,B이하,B,B이하,B이하,2014,기타금융
아티스,B이하,C,B이하,B이하,2014,유통업
애경유화,B이하,C,B이하,B이하,2014,화학
에넥스,B이하,B,B이하,B이하,2014,기타제조업
에스엘,B이하,B,B이하,B이하,2014,운수장비
에스원,B이하,B,B+,B이하,2014,서비스업
에쓰씨엔지니어링,B이하,C,B이하,B이하,2014,서비스업
에이블씨엔씨,B이하,B,B이하,B이하,2014,화학
에이엔피,B이하,C,B이하,B이하,2014,전기전자
엔씨소프트,B이하,B+,B이하,B이하,2014,서비스업
엔케이,B이하,B,B이하,B이하,2014,기계
영보화학,B이하,C,B이하,B이하,2014,화학
영원무역,B이하,B,B이하,B이하,2014,유통업
영원무역홀딩스,B이하,C,B이하,B이하,2014,서비스업
영진약품,B이하,B,B이하,B이하,2014,의약품
영풍,B이하,C,B이하,B+,2014,철강금속
영풍제지,B이하,C,B이하,B이하,2014,종이목재
영화금속,B이하,C,B이하,B이하,2014,운수장비
영흥철강,B이하,B,B이하,B이하,2014,철강금속
예스코,B+,B+,A,B이하,2014,전기가스업
오뚜기,B이하,C,B이하,B+,2014,음식료품
오리엔트바이오,B이하,C,B이하,B이하,2014,의약품
와이비로드,B이하,C,B이하,B이하,2014,유통업
우리들제약,B이하,C,B이하,B이하,2014,의약품
우리들휴브레인,B이하,D,B이하,B이하,2014,유통업
우리종금,B이하,C,B이하,B이하,2014,기타금융
우성사료,B이하,B,B이하,B이하,2014,음식료품
우신시스템,B이하,C,B이하,B이하,2014,기계
우진,B이하,B,B이하,B이하,2014,의료정밀
우진플라임,B이하,B,B이하,B이하,2014,기계
웅진씽크빅,B이하,B,B+,B이하,2014,서비스업
웅진에너지,B+,B,B이하,A,2014,전기전자
원림,B이하,C,B이하,B이하,2014,섬유의복
윌비스,B이하,B,B이하,B이하,2014,유통업
유니드,B이하,B,B이하,B이하,2014,화학
유니온,B이하,B,B이하,B이하,2014,비금속광물
유니온스틸,B이하,B,B이하,B+,2014,철강금속
유니퀘스트,B이하,B,B이하,B이하,2014,유통업
유성기업,B이하,C,B이하,B이하,2014,운수장비
유양디앤유,B이하,B,B이하,B이하,2014,전기전자
유엔젤,B이하,C,B이하,B이하,2014,서비스업
유유제약,B이하,B,B이하,B이하,2014,의약품
유한양행,B+,B,B+,B+,2014,의약품
유화증권,B이하,C,B이하,B이하,2014,증권
율촌화학,B이하,B,B이하,B이하,2014,화학
이건산업,B이하,B,B이하,B이하,2014,종이목재
이구산업,B이하,B,B이하,B+,2014,철강금속
이마트,A,B+,B+,A+,2014,유통업
이수페타시스,B이하,C,B이하,B+,2014,전기전자
이수화학,B이하,C,B이하,B+,2014,화학
이스타코,B이하,C,B이하,B이하,2014,서비스업
이연제약,B이하,B,B이하,B이하,2014,의약품
이월드,B이하,C,B이하,B이하,2014,서비스업
이화산업,B이하,C,B이하,B이하,2014,유통업
인디에프,B이하,B,B이하,B이하,2014,섬유의복
인지컨트롤스,B이하,C,B이하,B이하,2014,운수장비
인천도시가스,B이하,B,B이하,B이하,2014,전기가스업
인터지스,B이하,C,B이하,B이하,2014,운수창고업
인팩,B이하,C,B이하,B이하,2014,운수장비
일성건설,B이하,C,B이하,B이하,2014,건설업
일성신약,B이하,B,B이하,B이하,2014,의약품
일신방직,B이하,B+,B이하,B이하,2014,섬유의복
일신석재,B이하,C,B이하,B이하,2014,유통업
일양약품,B이하,B,B이하,B이하,2014,의약품
일정실업,B이하,B,B이하,B이하,2014,섬유의복
일진다이아,B이하,C,B이하,B이하,2014,화학
일진디스플,B이하,C,B이하,B이하,2014,전기전자
일진머티리얼즈,B이하,B,B이하,B+,2014,전기전자
일진전기,B이하,C,B이하,B이하,2014,전기전자
일진홀딩스,B이하,C,B이하,B이하,2014,서비스업
자화전자,B이하,B,B이하,B+,2014,전기전자
전방,B이하,B,B이하,B이하,2014,섬유의복
제일기획,B이하,B,B이하,B이하,2014,서비스업
제일연마,B이하,B,B이하,B이하,2014,비금속광물
제주은행,B+,A,B이하,B이하,2014,은행
조광페인트,B이하,C,B이하,B이하,2014,화학
조광피혁,B이하,B,B이하,B이하,2014,기타제조업
조비,B이하,C,B이하,B이하,2014,화학
조선내화,B이하,B,B이하,B이하,2014,비금속광물
조선선재,B이하,C,B이하,B이하,2014,기계
조일알미늄,B이하,B,B이하,B이하,2014,철강금속
조흥,B이하,B,B이하,B이하,2014,음식료품
종근당바이오,B이하,C,B이하,B이하,2014,의약품
종근당홀딩스,B이하,B,B이하,B이하,2014,의약품
주연테크,B이하,C,B이하,B이하,2014,전기전자
지엠비코리아,B이하,B+,B이하,B이하,2014,운수장비
지역난방공사,B+,A,B+,B+,2014,전기가스업
지코,B이하,B,B이하,B이하,2014,운수장비
진도,B이하,C,B이하,B이하,2014,유통업
진양산업,B이하,C,B이하,B이하,2014,화학
진양홀딩스,B이하,B,B이하,B이하,2014,서비스업
진양화학,B이하,B,B이하,B이하,2014,화학
진원생명과학,B이하,C,B이하,B이하,2014,유통업
진흥기업,B이하,D,B이하,B+,2014,건설업
참엔지니어링,B이하,B,B이하,B이하,2014,기계
천일고속,B이하,C,B이하,B이하,2014,운수창고업
청호컴넷,B이하,C,B이하,B이하,2014,기계
체시스,B이하,C,B이하,B이하,2014,운수장비
카프로,B이하,C,B이하,B+,2014,화학
케이티스,B이하,B+,B이하,B이하,2014,서비스업
코리아써키트,B이하,B,B이하,B+,2014,전기전자
코리안리,B이하,A,B이하,B이하,2014,보험
코스맥스비티아이,B이하,B,B이하,B이하,2014,화학
코스모신소재,B+,B,B+,B+,2014,화학
코스모화학,B이하,B,B이하,B+,2014,화학
코아스,B이하,B,B이하,B이하,2014,기타제조업
코오롱,B이하,B,B이하,B이하,2014,서비스업
코오롱글로벌,B이하,B,B이하,B이하,2014,건설업
코오롱머티리얼,B이하,C,B이하,B이하,2014,화학
코오롱인더,B+,B+,B이하,B+,2014,화학
코오롱플라스틱,B+,B+,B+,B+,2014,화학
코웨이,B+,B,A,A,2014,서비스업
콤텍시스템,B이하,C,B이하,B이하,2014,서비스업
키움증권,B이하,B+,B이하,B이하,2014,증권
태경산업,B이하,C,B이하,B이하,2014,화학
태경화학,B이하,C,B이하,B이하,2014,화학
태광산업,B이하,C,B이하,B이하,2014,화학
태림포장,B이하,C,B이하,B이하,2014,종이목재
태영건설,B+,B+,B+,B+,2014,건설업
태원물산,B이하,C,B이하,B이하,2014,운수장비
태평양물산,B이하,B,B이하,B이하,2014,섬유의복
텔코웨어,B이하,B,B이하,B이하,2014,서비스업
티에이치엔,B이하,C,B이하,B이하,2014,전기전자
티웨이홀딩스,B이하,C,B이하,B이하,2014,비금속광물
팀스,B이하,C,B이하,B이하,2014,기타제조업
파미셀,B이하,B,B이하,B이하,2014,의약품
팜스코,B이하,C,B이하,B이하,2014,음식료품
퍼스텍,B이하,B,B이하,B이하,2014,기계
퍼시스,B이하,B,B이하,B+,2014,기타제조업
페이퍼코리아,B이하,C,B이하,B이하,2014,종이목재
평화산업,B이하,B,B이하,B이하,2014,운수장비
평화홀딩스,B이하,B,B이하,B이하,2014,서비스업
포스코강판,B이하,B,B이하,B+,2014,철강금속
포스코플랜텍,B이하,C,A,B이하,2014,기계
풀무원,B+,A,A,B이하,2014,서비스업
풍산,B+,B+,B이하,B+,2014,철강금속
풍산홀딩스,B이하,B,B이하,B이하,2014,서비스업
필룩스,B이하,B,B이하,B이하,2014,전기전자
하나금융지주,A,A+,B+,B이하,2014,기타금융
하나투어,B이하,B,B이하,B이하,2014,서비스업
하이스틸,B이하,B,B이하,B이하,2014,철강금속
하이트진로,B+,B+,B이하,B+,2014,음식료품
하이트진로홀딩스,B이하,B,B이하,B이하,2014,서비스업
한국가스공사,A,A,A,A,2014,전기가스업
한국공항,B이하,C,B+,B이하,2014,운수창고업
한국금융지주,B이하,A,B이하,B이하,2014,기타금융
한국내화,B이하,C,B이하,B이하,2014,비금속광물
한국쉘석유,B+,B+,B+,B+,2014,화학
한국전자홀딩스,B이하,C,B이하,B이하,2014,서비스업
한국제지,B이하,B,B이하,B+,2014,종이목재
한국종합기술,B이하,B,B이하,B이하,2014,서비스업
한국주강,B이하,C,B이하,B이하,2014,기계
한국철강,B+,B+,B이하,B+,2014,철강금속
한국카본,B이하,B,B이하,B이하,2014,기계
한국콜마,B이하,C,B이하,B이하,2014,화학
한국콜마홀딩스,B이하,C,B이하,B이하,2014,서비스업
한국타이어,A,B+,A,A,2014,화학
한국타이어월드와이드,B+,B+,A,B+,2014,서비스업
한국특수형강,B이하,B,B이하,B이하,2014,철강금속
한국항공우주,B+,B+,B이하,B+,2014,운수장비
한국화장품,B이하,C,B이하,B이하,2014,유통업
한국화장품제조,B이하,B,B이하,B이하,2014,화학
한농화성,B이하,B,B이하,B이하,2014,화학
한독,B+,B+,B이하,B+,2014,의약품
한라,B이하,B,B+,B이하,2014,건설업
한미글로벌,B이하,B,B이하,B이하,2014,서비스업
한미반도체,B이하,B,B이하,B이하,2014,기계
한미사이언스,B이하,B,B이하,B이하,2014,서비스업
한미약품,B+,B+,B+,B+,2014,의약품
한샘,B이하,B+,B이하,B이하,2014,유통업
한섬,B이하,B,B이하,B이하,2014,섬유의복
한성기업,B이하,C,B이하,B이하,2014,음식료품
한세실업,B이하,B+,B이하,B이하,2014,섬유의복
한세예스24홀딩스,B이하,B,B이하,B이하,2014,서비스업
한솔로지스틱스,B이하,C,B이하,B이하,2014,운수창고업
한솔아트원제지,B이하,C,B이하,B+,2014,종이목재
한솔케미칼,B+,B+,B이하,B+,2014,화학
