종목명,ESG 통합등급,2018_E,2018_S,2018_G,평가연도
하이스틸,B이하,B,B이하,B이하,2018
하이트론씨스템즈,B이하,B,B이하,B이하,2018
하이트진로,B이하,C,B이하,B+,2018
하이트진로홀딩스,B이하,B,B이하,B이하,2018
한국가스공사,B+,B+,A,B+,2018
한국공항,B이하,C,B이하,B이하,2018
한국금융지주,B이하,B+ 이하,B+,B이하,2018
한국내화,B이하,D,B이하,B이하,2018
한국단자공업,B이하,B,B이하,B이하,2018
한국석유공업,B이하,C,B이하,B이하,2018
한국수출포장공업,B이하,B,B이하,B+,2018
한국쉘석유,B이하,B+,B이하,B이하,2018
한국스탠다드차타드은행,,A,,,2018
한국유리공업,B이하,C,B이하,B+,2018
한국자산신탁,B이하,B+ 이하,B이하,B이하,2018
한국전력공사,A,B+,A,A,2018
한국전자홀딩스,B이하,C,B이하,B이하,2018
한국제지,B+,B,B+,B+,2018
한국종합기술,B이하,B,B이하,B+,2018
한국주강,B이하,C,B이하,B이하,2018
한국주철관공업,B이하,D,B이하,B이하,2018
한국철강,B이하,B,B이하,B+,2018
한국카본,B이하,B,B이하,B이하,2018
한국콜마,B이하,D,B+,B+,2018
한국콜마홀딩스,B이하,C,B이하,B이하,2018
한국타이어,B+,B,A+,A,2018
한국타이어월드와이드,B이하,C,A,B이하,2018
한국토지신탁,B이하,B+ 이하,B이하,B이하,2018
한국프랜지공업,B이하,C,B이하,B+,2018
한국항공우주,A,B+,A+,B+,2018
한국화장품,B이하,B,B이하,B이하,2018
한국화장품제조,B이하,C,B이하,B이하,2018
한농화성,B이하,B,B이하,B이하,2018
한독,B+,B+,B+,B+,2018
한라,B이하,B,B+,B이하,2018
한라홀딩스,B+,B+,A,B이하,2018
한미글로벌,B이하,B,B+,B+,2018
한미반도체,B이하,B,B이하,B이하,2018
한미사이언스,B이하,C,B+,B이하,2018
한미약품,B+,B,A,B+,2018
한샘,B이하,B,B이하,B이하,2018
한섬,B이하,B+,B+,B이하,2018
한성기업,B이하,C,B이하,B이하,2018
한세실업,B이하,B,B이하,B이하,2018
한세엠케이,B이하,B+,B이하,B이하,2018
한세예스24홀딩스,B이하,C,B이하,B이하,2018
한솔로지스틱스,B이하,B,B+,B이하,2018
한솔제지,A,A,A,A,2018
한솔케미칼,B+,B+,B+,B+,2018
한솔테크닉스,B+,B,B+,B+,2018
한솔피엔에스,B이하,C,B이하,B이하,2018
한솔홀딩스,B+,B+,B+,B이하,2018
한솔홈데코,B+,B+,B+,B+,2018
한신공영,B이하,B,B+,B이하,2018
한신기계공업,B이하,B,B이하,B이하,2018
한양증권,B이하,B+ 이하,B+,B이하,2018
한온시스템,B+,B+,B+,B+,2018
한올바이오파마,B이하,B,B이하,B이하,2018
한익스프레스,B이하,B,B이하,B이하,2018
한일시멘트,,D,,,2018
한일철강,B이하,C,B이하,B이하,2018
한일현대시멘트,B이하,C,B+,B+,2018
한전KPS,B+,B+,A,B+,2018
한전기술,B+,B,A,A,2018
한전산업,B이하,D,B이하,B+,2018
한진,B이하,B,B+,B이하,2018
한진중공업,B이하,C,B이하,B+,2018
한진중공업홀딩스,B이하,B+,B이하,B이하,2018
한진칼,B이하,C,B이하,B이하,2018
한창,B이하,C,B이하,B이하,2018
한창제지,B이하,C,B이하,B이하,2018
한화,A,A,A,A,2018
한화갤러리아타임월드,B이하,C,B+,B+,2018
한화생명,B+,B+ 이하,B+,B+,2018
한화손해보험,B이하,B+ 이하,B+,B이하,2018
한화에어로스페이스,B+,B,B이하,A,2018
한화케미칼,B+,B+,A,B이하,2018
한화투자증권,B이하,B+ 이하,B이하,B이하,2018
해성디에스,A,B+,A+,A,2018
해태제과식품,B이하,B,B+,B이하,2018
핸즈코퍼레이션,B이하,B,B이하,B+,2018
현대건설,A,B+,A,A,2018
현대그린푸드,B+,B+,B이하,B이하,2018
현대글로비스,B+,B+,A,B+,2018
현대로템,B+,B+,B+,B+,2018
현대리바트,B+,B+,B+,B이하,2018
현대모비스,B+,B,A,A,2018
현대미포조선,B+,B+,B+,B+,2018
현대백화점,B이하,B+,B+,B이하,2018
현대비앤지스틸,B이하,C,B+,B+,2018
현대상선,B+,B,B+,B+,2018
현대약품,B이하,B,B+,B이하,2018
현대에이치씨엔,B+,B+,B+,B이하,2018
현대엘리베이터,A,B+,A,A,2018
현대위아,B+,B+,B이하,B+,2018
현대자동차,B+,B,B+,A,2018
현대제철,B이하,C,A,B+,2018
현대종합상사,B이하,C,B이하,B이하,2018
현대중공업,B+,B+,B+,A,2018
현대차증권,B이하,B+ 이하,B이하,B이하,2018
현대코퍼레이션홀딩스,B이하,B,B이하,B이하,2018
현대해상,A,A,A+,A,2018
현대홈쇼핑,B+,A,B+,B이하,2018
형지엘리트,B이하,C,B이하,B이하,2018
혜인,B이하,C,B이하,B이하,2018
호텔신라,A,A,A,B+,2018
화성산업,B이하,B+,B이하,B이하,2018
화승알앤에이,B+,B,B+,B+,2018
화승엔터프라이즈,B이하,B,B이하,B이하,2018
화승인더스트리,B이하,D,B이하,B+,2018
화신,B이하,C,B이하,B이하,2018
화인베스틸,B이하,B,B이하,B+,2018
화천기계,B이하,C,B이하,B이하,2018
화천기공,B이하,B,B이하,B이하,2018
환인제약,B이하,B+,B이하,B이하,2018
황금에스티,B이하,C,B이하,B이하,2018
효성,B이하,C,B+,B+,2018
효성 ITX,B이하,B,B+,B이하,2018
후성,B이하,B,B이하,B+,2018
휠라코리아,B이하,B,B이하,B이하,2018
휴니드테크놀러지스,B이하,B,B이하,B이하,2018
휴비스,B+,B+,B+,B+,2018
휴스틸,B이하,B,B이하,B이하,2018
휴켐스,B이하,B,B이하,B+,2018
흥국화재,B이하,B+ 이하,B이하,B이하,2018
흥아해운,B이하,C,B이하,B이하,2018
