종목명,ESG 통합등급,2012_E,2012_S,2012_G,평가연도
한세엠케이,B이하,B,B이하,B이하,2012
한세예스24홀딩스,B이하,B,B이하,B이하,2012
한솔로지스틱스,B이하,C,B이하,B이하,2012
한솔아트원제지,B이하,C,B이하,B이하,2012
한솔케미칼,B이하,B,B이하,B+,2012
한솔테크닉스,B이하,C,B이하,B이하,2012
한솔피엔에스,B이하,C,B이하,B이하,2012
한솔홀딩스,B+,B,B+,B+,2012
한솔홈데코,B이하,C,B이하,B이하,2012
한신공영,B이하,B,B+,B이하,2012
한신기계공업,B이하,B,B이하,B이하,2012
한양증권,B이하,B+,B+,B이하,2012
한온시스템,B이하,B,B이하,B+,2012
한올바이오파마,B이하,B,B이하,B이하,2012
한익스프레스,B이하,C,B이하,B이하,2012
한일건설,B이하,C,B이하,B이하,2012
한일시멘트,B이하,B,B이하,B+,2012
한일철강,B이하,B,B이하,B이하,2012
한전KPS,B+,B,A,B이하,2012
한전기술,B+,B,A,B이하,2012
한전산업,B이하,C,B이하,B+,2012
한진,B이하,C,B이하,B+,2012
한진중공업,B이하,B,B이하,B+,2012
한진중공업홀딩스,B이하,B+,B이하,B이하,2012
한진해운,B+,B,B+,B+,2012
한창,B이하,C,B이하,B이하,2012
한창제지,B이하,B,B이하,B이하,2012
한화,B이하,B,B이하,B+,2012
한화갤러리아타임월드,B이하,C,B+,B이하,2012
한화생명,B이하,B+,B이하,B이하,2012
한화손해보험,B이하,B+,B이하,B이하,2012
한화케미칼,B+,B,A,A,2012
한화테크윈,A,B+,A,A,2012
한화투자증권,B이하,B,B이하,B이하,2012
한화화인케미칼,B이하,B,B이하,B이하,2012
허메스홀딩스,B이하,C,B이하,B이하,2012
현대EP,B이하,B,B이하,B이하,2012
현대건설,B+,B+,A,B+,2012
현대그린푸드,B이하,B,B+,B이하,2012
현대글로비스,B이하,B,B+,B이하,2012
현대리바트,B이하,B,B이하,B이하,2012
현대모비스,B+,B+,A,B+,2012
현대미포조선,B이하,B,B이하,B+,2012
현대백화점,B이하,B+,B+,B이하,2012
현대비앤지스틸,B이하,C,B이하,B이하,2012
현대산업개발,B이하,B+,B이하,B이하,2012
현대상선,B+,B,B+,B+,2012
현대시멘트,B이하,B,B이하,B이하,2012
현대약품,B+,B+,B+,B+,2012
현대에이치씨엔,,B,B이하,,2012
현대엘리베이터,B+,B+,B이하,B+,2012
현대위아,B이하,B,B이하,B이하,2012
현대자동차,A,A,A,A,2012
현대제철,A,B+,A,A,2012
현대종합상사,B이하,B,B이하,B이하,2012
현대중공업,B+,B+,B이하,B+,2012
현대차투자증권,B이하,B,B이하,B이하,2012
현대페인트,B이하,C,B이하,B이하,2012
현대하이스코,B+,B+,B이하,B+,2012
현대해상,B+,A,A,B이하,2012
현대홈쇼핑,B이하,B,B+,B이하,2012
형지엘리트,B이하,B,B이하,B이하,2012
혜인,B이하,B,B이하,B이하,2012
호텔신라,B이하,B,B이하,B이하,2012
화성산업,B이하,B+,B이하,B이하,2012
화승알앤에이,B이하,B,B이하,B+,2012
화승인더스트리,B이하,C,B이하,B이하,2012
화신,B이하,C,B이하,B이하,2012
화천기계,B이하,B,B이하,B이하,2012
화천기공,B이하,B,B이하,B이하,2012
환인제약,B이하,B+,B이하,B이하,2012
황금에스티,B이하,B,B이하,B이하,2012
효성,B+,B+,B이하,B+,2012
효성 ITX,,B,B이하,,2012
후성,B이하,B,B이하,B이하,2012
휠라코리아,B이하,B,B이하,B이하,2012
휴니드테크놀러지스,B이하,C,B이하,B이하,2012
휴스틸,B이하,B,B이하,B+,2012
휴켐스,B+,B,B+,B+,2012
흥국화재,B이하,B,B이하,B이하,2012
흥아해운,B이하,B,B이하,B이하,2012
