종목명,ESG 통합등급,2014_E,2014_S,2014_G,평가연도
한솔케미칼,B+,B+,B이하,B+,2014
한솔테크닉스,B이하,B,B이하,B이하,2014
한솔피엔에스,B이하,C,B이하,B이하,2014
한솔홀딩스,B+,B,B+,B+,2014
한솔홈데코,B이하,C,B이하,B+,2014
한신공영,B이하,B,B이하,B이하,2014
한신기계공업,B이하,C,B이하,B이하,2014
한양증권,B이하,B,B이하,B이하,2014
한온시스템,B이하,C,B+,B+,2014
한올바이오파마,B이하,B,B이하,B이하,2014
한익스프레스,B이하,B,B이하,B이하,2014
한일시멘트,B이하,B,B이하,B+,2014
한일철강,B이하,C,B이하,B이하,2014
한전KPS,B+,B,B+,B+,2014
한전기술,B이하,B,B이하,B+,2014
한전산업,B이하,B,B이하,B이하,2014
한진,B이하,C,B이하,B이하,2014
한진중공업,B이하,B,B이하,B+,2014
한진중공업홀딩스,B이하,B+,B이하,B이하,2014
한진해운,B+,B,B+,B+,2014
한창,B이하,D,B이하,B이하,2014
한창제지,B이하,B,B이하,B이하,2014
한화,B+,B+,A,B+,2014
한화갤러리아타임월드,B이하,B,B+,B이하,2014
한화생명,B+,A,B이하,B이하,2014
한화손해보험,B이하,B+,B이하,B이하,2014
한화케미칼,B+,B,A,B+,2014
한화테크윈,A,B+,A,A,2014
한화투자증권,B이하,B,B이하,B이하,2014
한화화인케미칼,B이하,B,B이하,B+,2014
현대EP,B이하,C,B이하,B이하,2014
현대건설,B+,B+,B+,A,2014
현대그린푸드,B이하,B+,B이하,B이하,2014
현대글로비스,B이하,B+,B이하,B이하,2014
현대리바트,B이하,B,B이하,B이하,2014
현대모비스,A,B+,A,A,2014
현대미포조선,A,B+,A,A,2014
현대백화점,B이하,B+,B+,B이하,2014
현대비앤지스틸,B이하,C,B이하,B+,2014
현대산업개발,B이하,B+,B이하,B이하,2014
현대상선,B이하,B,B이하,B+,2014
현대약품,B+,B+,B이하,B+,2014
현대에이치씨엔,B이하,B,B+,B이하,2014
현대엘리베이터,B이하,B,B+,B이하,2014
현대위아,B+,B,B+,B+,2014
현대자동차,B+,B+,B+,B이하,2014
현대제철,B+,B+,A,B+,2014
현대종합상사,B이하,B+,B+,B이하,2014
현대중공업,A,A,B+,A,2014
현대차투자증권,B이하,B,B이하,B이하,2014
현대하이스코,B+,B+,B이하,B+,2014
현대해상,A,A,A,B+,2014
현대홈쇼핑,B이하,B+,B이하,B이하,2014
형지엘리트,B이하,C,B이하,B이하,2014
혜인,B이하,B,B이하,B이하,2014
호텔신라,B이하,C,B이하,B이하,2014
화성산업,B이하,B+,B이하,B이하,2014
화승알앤에이,B이하,C,B이하,B+,2014
화승인더스트리,B이하,C,B이하,B이하,2014
화신,B이하,B,B이하,B이하,2014
화천기계,B이하,B,B이하,B이하,2014
화천기공,B이하,B,B이하,B이하,2014
환인제약,B이하,B+,B이하,B이하,2014
황금에스티,B이하,B,B이하,B이하,2014
효성,B이하,B,B+,B이하,2014
효성 ITX,B이하,B,B+,B이하,2014
후성,B이하,C,B이하,B이하,2014
휠라코리아,B이하,B,B이하,B이하,2014
휴니드테크놀러지스,B이하,B,B이하,B이하,2014
휴비스,B이하,C,B이하,B이하,2014
휴스틸,B이하,B,B이하,B+,2014
휴켐스,B+,B,B+,B+,2014
흥국화재,B이하,B,B이하,B이하,2014
흥아해운,B이하,B,B이하,B이하,2014
