,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG_A,ESG_A+,ESG_B,ESG_B+,ESG_C,ESG_D,E_A,E_A+,E_B,E_B+,E_C,E_D,S_A,S_A+,S_B,S_B+,S_C,S_D,G_A,G_A+,G_B,G_B+,G_C,G_D,배당기업구분
남광토건,건설업,2011,27.50739505625654,0.0,0.32783548568220106,0.00227441725566073,0.7092201647026148,0.0651194114904419,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
경동나비엔,전기전자,2022,27.648880118354143,0.007545472716370178,0.6847276810780462,0.0024646670983246004,0.6967197084250305,0.08439102730145573,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,고배당기업
아모레퍼시픽,화학,2015,29.122373769016285,0.00247898136118329,0.8605418304323416,0.0029008197659779835,0.7244625321947445,0.11578511112262342,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,고배당기업
MH에탄올,음식료품,2014,25.17218960357848,0.0048431878372976215,0.7610190903986525,0.0018149736923204034,0.7176444865669246,0.07568771693519141,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
국제약품,의약품,2012,25.467540357828902,0.008402770837497502,0.6658478382930939,0.002335954253738863,0.6943053698553829,0.07402994353209345,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
대유에이텍,운수장비,2014,27.34243505633682,0.039692590695582654,0.4432201010668165,0.003140838575215006,0.7083347564596769,0.08268144847951095,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한올바이오파마,의약품,2022,26.086674226662158,0.002097179192484509,0.8811061201572152,0.0025387076298767765,0.7491495955257522,0.12904729834740714,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,무배당기업
광명전기,전기전자,2022,25.871797084267072,0.00350180516689986,0.8123947220662551,0.002356548308872581,0.6892151736844481,0.07874423664715328,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,일반배당기업
아모레퍼시픽,화학,2012,28.738326410694764,0.0022736358185088948,0.8714205502526671,0.0026188773445044644,0.7154136343445351,0.10112417758897581,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
삼성엔지니어링,서비스업,2014,29.447776604722552,0.042575236108334996,0.43662268388545766,0.002112116487821191,0.6984341669284863,0.09822307413355437,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
대양금속,철강금속,2018,25.24840110106399,0.014945720067959224,0.5686412128017968,0.0022248934564105985,0.7044262490620308,0.11811635497072995,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
영화금속,운수장비,2021,26.07777624623585,0.01933605461722966,0.5296883773161146,0.0031030828074698562,0.6779804362339261,0.08584157902916645,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
태평양물산,섬유의복,2011,26.497411073250323,0.015285360033979612,0.5651319483436272,0.002335954253738863,0.6862163792440269,0.06859037455317826,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
삼성SDI,전기전자,2015,30.417593081456282,0.0034494928043174093,0.8146406513194835,0.0032742095989381314,0.7205132367718294,0.0728902243174636,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,일반배당기업
엔씨소프트,서비스업,2015,28.428166678863857,0.0018777795822506496,0.8935991016282989,0.0023347284171237608,0.7649366998525214,0.09278350515463918,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
명문제약,의약품,2016,26.121769733644133,0.010423433439936038,0.6284390791690062,0.0026706076496617794,0.7005655280030397,0.07988395586178314,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한해운,운수창고업,2015,28.048364170432183,0.01300782030781531,0.5911005053340821,0.002335954253738863,0.7577182223261003,0.07485883023364244,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
코스맥스,화학,2018,27.69074288888782,0.026463028432940235,0.4877175743964066,0.003378160543898803,0.6791345421367146,0.13650727866134799,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
유니켐,기타제조업,2021,26.539953040981572,0.012685357535478713,0.5952414373947221,0.0022795657694441593,0.7446443325225469,0.07625757654250634,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
LG이노텍,전기전자,2021,29.677597573915865,0.01042967969218469,0.6282987085906795,0.0037243368040036804,0.7107718406717455,0.09097031549500077,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
엔씨소프트,서비스업,2017,28.891346038075145,0.002280662852288627,0.8709994385176869,0.004268117926463043,0.7780242917747102,0.09760140910739262,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
SK이노베이션,서비스업,2012,31.15240103353492,0.00834967769338397,0.6669708029197081,0.0025137005629286904,0.6944642245024506,0.07838159871522561,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,고배당기업
진양홀딩스,기타금융,2017,27.03810804543422,0.002972435288826704,0.8361875350926447,0.0023881748935422192,0.7193738490090242,0.07537688442211055,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
두올,운수장비,2022,26.8592014168903,0.01040157155706576,0.6287900056148232,0.0026840918524279043,0.6999927784316176,0.07190592135937418,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
동화약품,의약품,2014,26.469702546544745,0.002832675394763142,0.8428551375631668,0.0022606878855715843,0.7067604148960129,0.07232036471014867,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
아모레퍼시픽,화학,2013,28.85534020562418,0.002534416849890066,0.8576642335766425,0.002551946665319881,0.7260084570094064,0.09573641402890742,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,고배당기업
성문전자,전기전자,2012,24.488377038548723,0.002250212372576454,0.8726838854576082,0.0016791509953670734,0.712401590732789,0.07667201989328083,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
일진전기,전기전자,2012,27.442717817738593,0.01261977188686788,0.5960836608646829,0.0022611782202176254,0.6870248031248711,0.071957726778221,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
모나미,유통업,2016,25.836199424881443,0.00941310213871677,0.6460555867490175,0.002288636960395916,0.7043643462281463,0.08190436719680878,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
흥아해운,운수창고업,2018,27.41248998229264,0.07797899385368778,0.3917040988208872,0.0020939741059176776,0.6787481399332106,0.08615241154224731,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
잇츠한불,화학,2021,26.927151005697816,0.000616036628023186,0.9783829309376755,0.0022320033087781916,0.7109919270380527,0.07941770709216184,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
세하,종이목재,2017,25.880473988705255,0.06509063312012792,0.4030039303761932,0.0024148981317514487,0.6851941363888387,0.0933533647619541,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
부산주공,운수장비,2014,26.262229295795965,0.036292287127723366,0.45206344750140376,0.0024394148640534937,0.7054662040415066,0.07143967258975288,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
한국콜마,화학,2017,27.22837486211491,0.007884331900859484,0.6770774845592364,0.002902045602593086,0.6920589406332787,0.12267523182924933,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
한국토지신탁,기타금융,2021,28.004146739973777,0.005334299420347791,0.7448062886019091,0.002288636960395916,1.0,0.07294202973631042,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
유한양행,의약품,2011,27.90414737795058,0.0013796409654207476,0.9242700729927009,0.0023938137419716897,0.7179639963766582,0.08040201005025126,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
넥센,화학,2022,29.18428991150115,0.009509919048570858,0.6443009545199327,0.0029478918919979107,0.6949534169186327,0.06916023416049319,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
SK이노베이션,서비스업,2014,31.189259676298153,0.009256165050969418,0.6490033688938799,0.0023062890076533883,0.6940070429118347,0.0742371652074807,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
대한항공,운수창고업,2011,30.739561525353977,0.05532227538476914,0.41465468837731617,0.002468344608169907,0.7327772746637345,0.08894990415997513,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,무배당기업
코리아써키트,전기전자,2021,27.693639688268416,0.004941566310213872,0.7576501965188098,0.0037547375520582166,0.702517758112552,0.0810754804952598,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,무배당기업
일성신약,의약품,2014,26.65914024512236,0.0011805416749950028,0.9375350926445818,0.0023366897557079245,0.7076383943837441,0.07371911101901259,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한유화,화학,2022,28.417582368907738,0.0013999412852288627,0.9229365524985964,0.0020505794897430576,0.6844677495545155,0.07076620214474434,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,일반배당기업
한창,유통업,2013,24.35276567983399,0.00539129647211673,0.742981471083661,0.0031719748252386033,0.6360240179657837,0.07397813811324665,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
명신산업,운수장비,2022,27.55766221361349,0.011096467119728164,0.6177007299270074,0.0032379248351311046,0.6945199279130206,0.12997979588664973,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
진양홀딩스,서비스업,2011,26.97058969286818,0.0034651084349390368,0.8139387984278497,0.002724544460726279,0.7197928098886524,0.07024814795627622,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,일반배당기업
삼성카드,기타금융,2015,30.57297018858577,0.014260193883669796,0.5761510387422797,0.002179047167005774,0.6586621497057049,0.07232036471014867,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
천일고속,운수창고업,2016,24.684878325099017,0.0027506933339996,0.8468556990454801,0.002317321537189309,0.713455753211902,0.11557788944723618,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
대우건설,건설업,2015,29.948697677982416,0.020194133519888066,0.5235120718697361,0.0023214893816806566,0.7082210227479108,0.07667201989328083,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,무배당기업
대유에이텍,운수장비,2016,27.454359040813415,0.02569630096941835,0.4913672094329029,0.0023589999821027855,0.6933217932124083,0.08620421696109412,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
아이에스동서,비금속광물,2011,27.604290976714893,0.01137208300019988,0.6135597978663673,0.002909155454960679,0.6715608951438115,0.07874423664715328,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
백광산업,화학,2021,26.607168641918665,0.006989556266240256,0.6982032565974172,0.0026191225118274847,0.7399649607396687,0.07936590167331503,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
삼영무역,유통업,2016,26.537770734508776,0.0013187400059964023,0.9282706344750142,0.0023241862222338813,0.6950026770017704,0.08050562088794488,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
휴스틸,철강금속,2017,27.21410649812498,0.005844930541674995,0.7292251544076362,0.0045353503085553346,0.6556289794275458,0.06807232036471014,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
롯데정밀화학,화학,2018,28.16166726859519,0.0018254672196681989,0.8966872543514881,0.0027846104548662895,0.7419499960912045,0.07791534994560431,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,일반배당기업
신세계푸드,서비스업,2016,27.044305770558672,0.006803730261842895,0.7029056709713645,0.0027757844312375534,0.695521895041742,0.0856343573537792,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
티에이치엔,전기전자,2018,26.08171144801841,0.0333854374875075,0.4608366086468277,0.00280667551393813,0.7009212051421914,0.07086981298243795,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
성창기업지주,서비스업,2015,26.616294639507636,0.002339221467119728,0.8679112857944975,0.0025438561436602063,0.7106323825117365,0.0828368647360514,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
현대백화점,유통업,2018,29.575295941284935,0.0034916550069958026,0.8128158338012353,0.0023545869702884174,0.7509168728336142,0.07185411594052737,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
고려제강,철강금속,2014,28.55703959388572,0.005434239456326204,0.7416479505895566,0.0029272978368641922,0.7047630185527085,0.07232036471014867,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
롯데쇼핑,유통업,2021,31.14037112624068,0.014315629372376574,0.5755193711398092,0.002335954253738863,0.7207684689066458,0.06843495829663783,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
디와이,기타금융,2022,27.48145677458726,0.005521686987807316,0.7389809096013477,0.0025727858877766193,0.6913010331152787,0.07693104698751489,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,일반배당기업
조선내화,비금속광물,2021,27.930633718482813,0.005550575904457326,0.7380685008422236,0.002335954253738863,0.7093566692414492,0.07211314303476143,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
한국전자홀딩스,서비스업,2015,26.10420473084466,0.006376642764341395,0.7141353172375071,0.001814238190351342,0.6934069002929095,0.06859037455317826,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
빙그레,음식료품,2017,27.177870838943722,0.0015763979112532482,0.9117770915216172,0.002469570444785009,0.7030142496622218,0.07832979329637879,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
아이마켓코리아,유통업,2015,27.867124813361155,0.01421022386568059,0.5767125210555868,0.0027037052382695406,0.6868820769241152,0.09604724654198829,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
금양,화학,2011,25.59707166575057,0.014802056266240256,0.5701852891633914,0.0025051197066229746,0.6887366754672628,0.07413355436978708,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,일반배당기업
대웅제약,의약품,2022,28.07784606685064,0.008659647961223265,0.6605839416058394,0.002606373811030421,0.7090780141344907,0.10578666528518882,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,일반배당기업
대창,철강금속,2014,27.20892474234607,0.022678580351788925,0.5075800112296464,0.004183290032697966,0.6957892067719921,0.07045536963166348,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
광동제약,의약품,2021,27.50754788200693,0.005280425494703178,0.7464907355418304,0.002522036251911386,0.7009958605657465,0.07506605190902968,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,일반배당기업
문배철강,철강금속,2012,25.557635853908366,0.004249793873675795,0.7822852330151602,0.002606373811030421,0.7050979047017681,0.07045536963166348,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한제분,음식료품,2022,27.90746419104557,0.003389372626424145,0.817237507018529,0.002902535937239127,0.679983090449232,0.06890120706625913,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,고배당기업
삼부토건,건설업,2012,28.080156027856027,0.16723403457925246,0.3591381246490736,0.0019515318912427951,0.7006831133795189,0.07050717505051028,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
신송홀딩스,유통업,2022,26.213651774269476,0.01187568708774735,0.6062605277933746,0.002637755228377039,0.6942295658794922,0.07864062580945967,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,일반배당기업
해성디에스,전기전자,2022,27.21492038253662,0.003706369928043174,0.8037619314991579,0.0030241389294572707,0.7509735454416137,0.0878619903641921,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
텔코웨어,서비스업,2016,25.476894570413457,0.0007956163801718969,0.9647669848399776,0.0015729935444992178,0.7196037462547079,0.07910687457908097,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
유니드,화학,2015,27.667168861387758,0.005524810113931642,0.7388405390230208,0.002479131970382807,0.6890621787544052,0.07589493861057867,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
남해화학,화학,2017,27.04613001782374,0.0025156780931441134,0.8586468276249299,0.0023938137419716897,0.6975739235572639,0.07713826866290213,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
한익스프레스,운수창고업,2015,25.603472645134374,0.011454845842494505,0.6122964626614262,0.0028691931813083454,0.6933968753130847,0.08848365539035383,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한유화,화학,2018,28.316092482205843,0.001298439686188287,0.9296041549691185,0.003403167610846889,0.7259504457250744,0.07537688442211055,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
동양철관,철강금속,2016,25.79703256895278,0.007682109484309414,0.6816395283548569,0.0017348039776927159,0.7040624828767855,0.08117909133295342,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
지투알,서비스업,2018,27.173464451222106,0.030076485358784728,0.47248736664795066,0.0025163974034819155,0.6701248614907047,0.08190436719680878,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
조광페인트,화학,2017,26.30323089564061,0.0035744178492904256,0.8093065693430658,0.0024989905235474636,0.7076421709935027,0.07382272185670621,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
종근당바이오,의약품,2011,26.01300991767941,0.005202347341595043,0.7490174059517126,0.002113342324436293,0.720743144682679,0.07263119722322955,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,일반배당기업
인지컨트롤스,운수장비,2015,26.880535744193207,0.010382832800319807,0.6290707467714768,0.0026093158189066665,0.706829282630794,0.07097342382013158,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
대한방직,섬유의복,2012,26.208604893171522,0.018979237457525486,0.5324256035934869,0.002196454046940226,0.6980825081824428,0.06848676371548464,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
선도전기,전기전자,2016,25.710983271645762,0.006236882870277833,0.7179955081414937,0.0023347284171237608,0.6640351968931273,0.07620577112365953,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
보락,화학,2016,24.69618787359611,0.0018972991205276834,0.8924761370016845,0.002702234234331418,0.7299123803042795,0.08247422680412371,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
주연테크,전기전자,2021,24.81283901754324,0.0024914738656805916,0.8599101628298709,0.0033372176009543878,0.6473023577378395,0.08418380562606849,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,무배당기업
한창,유통업,2022,25.454901197289384,0.03014129022586448,0.4722066254912971,0.0061036856739171644,0.6763223238215262,0.1429829560171994,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
경농,화학,2021,26.686294332217663,0.005011055866480112,0.7553340819764178,0.0025529273346119627,0.7007269832068691,0.07998756669947676,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
현대모비스,운수장비,2017,31.362404804802857,0.0032917749350389763,0.8215188096574959,0.002136142885477195,0.7047244541926339,0.07734549033828939,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,고배당기업
백산,화학,2012,25.79199526288787,0.005862107735358784,0.7287338573834925,0.0024359825215312073,0.7073369534236844,0.07527327358441693,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
서흥,화학,2014,26.920133247852753,0.008355143164101539,0.6669006176305448,0.0025276751003408563,0.7114209073773451,0.09604724654198829,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,고배당기업
원림,섬유의복,2021,25.860730162104822,0.002008950879472317,0.886089275687816,0.0027417061733377105,0.6831652976071168,0.071957726778221,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
아이에스동서,비금속광물,2021,28.88656740510502,0.01100199255446732,0.6191746209994387,0.0031692779846853782,0.7264764878957111,0.07993576128062996,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,고배당기업
대양금속,철강금속,2017,25.28667930002508,0.021001461623026185,0.5180376193149916,0.0027824039489591054,0.7248012699791946,0.10640833031135057,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
삼성중공업,운수장비,2012,30.44252801613938,0.016777433539876072,0.550743964065132,0.0025369914586156335,0.6676029955433459,0.08159353468372792,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,일반배당기업
농심홀딩스,기타금융,2021,27.915175271593643,0.0021775996901858886,0.8766142616507582,0.0025794054054981714,0.7074788705673573,0.07216494845360824,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,일반배당기업
동성제약,의약품,2018,25.66630787249755,0.011234665450729561,0.6155951712521056,0.0026193676791505054,0.694287404283429,0.18795005957623168,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
유엔젤,서비스업,2022,24.834527035931973,0.0010517127223665802,0.9463784390791692,0.0023658646671473583,0.6778345376996968,0.07667201989328083,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,무배당기업
동아에스티,의약품,2022,27.777477931457476,0.005290575654607236,0.746209994385177,0.0025102682204064045,0.7044438450402236,0.0737709164378594,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,일반배당기업
우신시스템,기계,2015,26.272333836205828,0.010380490455726563,0.6291409320606401,0.0023864587222810763,0.6934654259641108,0.07232036471014867,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
케이씨,의료정밀,2018,27.0725968133924,0.0029661890365780532,0.8364682762492983,0.002135407383508134,0.7196942409365213,0.07413355436978708,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,일반배당기업
일성건설,건설업,2021,26.661559997452102,0.0192759344393364,0.5301796743402584,0.0028767933683219796,0.6981849271316699,0.08889809874112832,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,일반배당기업
한국콜마홀딩스,서비스업,2015,26.936904976079138,0.006754541025384769,0.7041690061763055,0.0031854590280047277,0.7133066676629192,0.14355281562451433,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
성신양회,비금속광물,2018,27.690601104776498,0.013612925994403358,0.5836608646827626,0.0024909000018877884,0.698012475576135,0.07366730560016577,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
대호에이엘,철강금속,2018,25.20820014902842,0.015881877123725765,0.5591661987647389,0.002454124903434721,0.7033660748425887,0.11366108894990415,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,무배당기업
화신,운수장비,2015,27.52621545519914,0.011542293373975615,0.6110331274564852,0.0022204804445962304,0.6963872640240817,0.07066259130705072,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
태경산업,화학,2012,26.784210543130794,0.004320844993004198,0.7796883773161146,0.0023756713600681764,0.7095046974539413,0.07164689426514013,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
한올바이오파마,의약품,2014,25.191139688947278,0.00704967644413352,0.6966591802358226,0.0025556241751651877,0.6790919604181506,0.11521525151530851,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,무배당기업
세아특수강,철강금속,2017,26.991125964881398,0.005007151958824705,0.7554744525547445,0.0025597920196565355,0.6913812445738701,0.07159508884629331,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,일반배당기업
노루홀딩스,서비스업,2012,27.45178387693249,0.009739468818708774,0.6401600224592926,0.0025043842046539133,0.6934552375453245,0.07128425633321245,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,일반배당기업
신세계,유통업,2021,30.244358396744786,0.010679529782130721,0.6242279618192028,0.003131277049617208,0.7356567971459532,0.07252758638553593,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,고배당기업
